filename,filepath,document_type,year,chunk_num,chunk_text,topic,confidence,cosine
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_02.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_02.txt,,,7,"Het slavernijverleden in het Nederlandse onderwijs  
– Tom van der Geugten
4. Kolonialisme en slavernij in het onderwijs: de Nederlandse 
Cariben en Indonesië – Luc Alofs, Edu Dumasy, Kenny Meyers en 
Elviera Sandie Interviews: multiperspectiviteit in het publieke slavernijdebat  
— Myrthe Kraaijenoord en Eva Thielen 
5. Herdenkingen en doorwerkingen van de slavernij in Nederland","Remembrance, Heritage & Education",1.0,0.06735753140545633
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_02.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_02.txt,,,8,"– Markus Balkenhol De Gouden Koets — Annemarie de Wildt
6. Een perspectief op herstel en transformative justice – Nicole Immler Methode: orale geschiedenis — Rose","Remembrance, Heritage & Education",1.0,0.1
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_02.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_02.txt,,,13,"Talen en literaturen van de voormalige Nederlandse  
koloniën – Michiel van Kempen 
Methode: slavernij en visuele bronnen — Caroline Drieënhuizen
14. ‘ Somtijts een Moor by maegdekens’:","Remembrance, Heritage & Education",1.0,0.06454972243679029
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,,,1,"Zo’n drie generaties 
later, in 2020, is De Kom toegevoegd aan de nationale historische Canon 
van Nederland. De commissie die de canon samenstelt is benoemd door 
de overheid en de canon is leidend voor het geschiedenisonderwijs. Het 
lijkt daarmee of de overheid een nieuwe, meer inclusieve houding ten 
­aanzien van het slavernijverleden aan het ontwikkelen is. De weg daarheen zat echter vol haarspeldbochten en slipgevaar. Net zo 
goed kan de ontwikkeling van de manier waarop de Nederlandse overheid 
is omgegaan met het slavernijverleden en de doorwerkingen daarvan wor­
den getypeerd als onbetrouwbaar, wegkijkend, niet betrokken en sterk 
afhankelijk van de politieke wind.","Remembrance, Heritage & Education",1.0,0.06509445549041193
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,,,2,"De krampachtige aanloop naar excuses 
voor het slavernijverleden door de Nederlandse regering in december 2022 
en de paternalistische houding die zij aannam toen het besluit daarover 
uiteindelijk was genomen, zijn daarvan een ultieme illustratie. Tegelijk kijken overheden ook naar wat de wetenschap te zeggen heeft 
over het slavernijverleden. Maar ‘de’ wetenschap bestaat niet en verandert 
bovendien voortdurend. Debat vormt nu eenmaal haar basis. Hoe weten­
schap en overheid in Nederland zich in de twintigste en eenentwintigste 
eeuw hebben verhouden tot het slavernijverleden is daarom niet een­
voudig te beschrijven en  is vooral gebaat bij nuancering, definiëring en 
afbakening. 

— 26 —
— STAAT EN SLAVERNIJ —
◼◼ ◼◼  Geschiedwetenschap","Remembrance, Heritage & Education",1.0,0.05393598899705937
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,,,3,"Het Nederlands slavernijverleden heeft zich afgespeeld in de Amerika’s, 
Afrika, Azië en in Nederland. Dat was een geïntegreerd systeem, maar met 
grote lokale verschillen. De aandacht van historici voor het slavernij­
verleden is zeer onevenwichtig over deze gebieden verdeeld (geweest) 
en in de loop der tijd ook sterk van inhoudelijke focus veranderd. Tot aan de jaren zeventig werd slavernij in Nederlandse geschiedschrij­
ving altijd in verband gebracht met de West-Indische Compagnie (wic) en 
soms met de Verenigde Oost-Indische Compagnie (voc). Voor de wic is 
mensenhandel lang een van de kernactiviteiten geweest.",Colonial Exploitation & Economic Inequality,1.0,0.11787379169786119
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,,,4,"Koloniën onder 
wic-beheer waren geheel op slavenarbeid gebaseerd en slaafgemaakten 
vormden hier de meerderheid van de bevolking. Daardoor is in de 
geschiedschrijving mensenhandel en slavernij vooral gekoppeld aan het 
Atlantisch gebied. Bij de voc bleef slavernij vooral een soort voetnoot bij 
een verder glorieuze geschiedenis ‘waarin een klein landje groot kan zijn’. Bovendien werd lang gedacht dat de slavernij in het Aziatische gebied 
vooral een aangelegenheid van de lokale bevolking was. Alleen met betrek­
king tot de Indonesische Banda-eilanden werd ook over slavenarbeid 
gesproken.",Colonial Exploitation & Economic Inequality,1.0,0.09231861823449955
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,,,5,"Binnen de trans-Atlantische driehoek (de handel of vaart tussen 
­Europa, Amerika en Afrika) is de meeste historische aandacht uitgegaan 
naar de slavernij in Suriname. Er was aandacht voor de kortstondige 
Nederlandse aanwezigheid in Noordoost-Brazilië, maar nauwelijks voor 
de slavernij in de Nederlandse Cariben,  Nieuw-Nederland (het Neder­
lands koloniaal gebied in Noord-Amerika, rond New York) en Demerara, 
Essequibo en Berbice (het huidige Guyana). Westelijk Afrika kwam alleen 
in beeld als inschepingsplaats van slaafgemaakten. Nederland was in 
dit verhaal alleen hoofdkantoor van de wic en voc en stapelmarkt voor 
tropische producten. Tot aan de jaren tachtig ging de geschiedschrijving vooral over de 
­mensenhandel als economische en – daarmee samenhangend",Colonial Exploitation & Economic Inequality,1.0,0.1538643637241659
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,,,6,"– geopolitie­
ke activiteit, bezien vanuit een volkomen neerlandocentrisch perspectief. Wat over de slavernij en de betrokken gebieden zelf werd verteld was de 
geschiedenis van de (koloniale) elite. Slaafgemaakten vormden één amor­
fe, gezichtsloze, economisch-politieke categorie. Ook over de afschaffing 
van de ­slavernij, het andere thema waar vanaf de jaren vijftig sporadisch 
over werd gepubliceerd, werd vanuit een Nederlandocentrisch perspectief 
geschreven. Twee zeer vroege uitzonderingen op die regel kwamen van 

— 27 —
— ACTUELE VRAAGSTUKKEN —
Surinamers: het werk van Anton de Kom uit de jaren dertig en het proef­
schrift van Rudolf van Lier uit 1949.",Colonial Exploitation & Economic Inequality,1.0,0.09354143466934853
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,,,8,"In de jaren zeventig en tachtig begon de geschiedwetenschap te emancipe­
ren uit het voornamelijk eurocentrische en nationalistische ‘grote witte 
mannen en hun oorlogen’-verhaal. Aan verschillende universiteiten kon, 
naast al langer bestaande vakken over koloniale geschiedenis, nu ook 
niet-westerse geschiedenis bestudeerd worden. Er kwam een gestaag 
groeiende stroom publicaties op gang die de wic en voc kritischer beke­
ken en hun rol in de slavernij evalueerden. Slavernij werd hiermee niet 
meer alleen bestudeerd ten opzichte van de invloed die het had op 
­Nederland zelf, maar ook op haar koloniale gebieden, waarbij nu ook 
Zuid-Afrika en Indonesië bestudeerd meegenomen. Het waren wel nog 
steeds vooral sociaaleconomische geschiedenissen die niet veel duidelijk 
maakten over het leven in slavernij.",Colonial Exploitation & Economic Inequality,1.0,0.08029550685469661
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_09.txt,,,9,"De invloed van niet-Nederlandse onderzoekers werd groter en er 
­kwamen ook niet-historici zoals antropologen die het slavernijverleden 
gingen onderzoeken. Zeker het slavernijonderzoek over Indonesië en 
Zuid-Afrika (de Kaapkolonie) werd in belangrijke mate door niet-Neder­
landse wetenschappers geïnitieerd. Ook de studie naar slavenverzet en 
marronage (het in opstand komen tegen en het vluchten uit slavernij) 
in Suriname kreeg een belangrijke impuls vanuit de internationale 
­wetenschap en de antropologie. Dat leidde tot een aantal veranderingen: 
historici gingen nu naar de landen waar de slavernij zich had afgespeeld, 
de plaats delict. Tegelijk kwamen er, mede door de immigratie in Neder­
land, ook enkele onderzoekers van kleur bij die zich met de slavernij­
geschiedenis gingen bezighouden.","Remembrance, Heritage & Education",1.0,0.09386679716361955
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_04.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_04.txt,,,1,"Hij is gespecialiseerd in de geschiedenis 
van slavernij in Azië en de verbindingen met het 
Atlantische slavernijverleden. Urwin Vyent (1958) is directeur van het Nationaal 
­Instituut Nederlands slavernijverleden en erfenis 
­(NiNsee). Naast zijn werk voor NiNsee houdt hij zich 
bezig met de ontwikkeling van een slavernijmuseum 
in Amsterdam.

— 11 —
Rose Mary Allen, Esther Captain,  
Matthias van Rossum en Urwin Vyent Het koloniale  
	
slavernijverleden en  
	
doorwerkingen: 
	
	
inleiding
Glimmend van trots liet premier Rutte de Amerikaanse president Barack 
Obama, die in 2014 een bezoek aan Nederland bracht, het Plakkaat van 
Verlatinghe zien. Normaal wordt dat zorgvuldig bewaard in het 
­Nationaal","Remembrance, Heritage & Education",1.0,0.11163126113028762
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_04.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_04.txt,,,2,"Archief in Den Haag , maar voor deze bijzondere gelegenheid 
lag het document voor Obama klaar op een kussentje in de pronkzaal van 
het Rijksmuseum. Hoewel het er volgens een journalist op televisie ‘niet 
erg aantrekkelijk uitzag’, is het van onschatbare waarde voor Nederland. Het Plakkaat van Verlatinghe is de officiële verklaring van een aantal 
Nederlandse provincies waarin zij in 1581 de Spaanse koning Filips ii 
afzetten als hun heerser en kan als zodanig worden beschouwd als de 
Nederlandse onafhankelijkheidsverklaring. Twee eeuwen later gold het 
document als inspiratiebron voor de Amerikaanse onafhankelijkheids­
verklaring van 1776.",Reparations & Justice,1.0,0.05051814855409226
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_04.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_04.txt,,,4,"Voor de Nederlandse staat is inmiddels duidelijk dat dit ‘slavernijverleden 
een zeer pijnlijk, belangrijk en tot voor kort onderbelicht onderdeel 
van onze gedeelde geschiedenis is’, aldus de rijksoverheid bij het uit­
roepen van het Herdenkingsjaar Slavernijverleden. Vlak voor het her­
denkingsjaar bood de Nederlandse regering op 19 december 2022 excuses 

— 12 —
— STAAT EN SLAVERNIJ —
aan voor haar aandeel in de praktijken die wereldwijd de slavernij in 
stand hielden. Aan dat inzicht en dat berouw is een decennialang proces van 
­bewustwording – op gang gebracht en bevorderd door activisme van 
­herinneringsgemeenschappen – voorafgegaan. Dit is de laatste jaren in 
een stroomversnelling beland. Zo werden in de Tweede Kamer op 8 juli 
2021 maar liefst zes moties ingediend die betrekking hadden op het 
slavernij­verleden.","Remembrance, Heritage & Education",1.0,0.08890008890013336
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_04.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_04.txt,,,5,"In de betreffende moties werd onder meer opgeroepen 
om excuses aan te bieden voor het slavernijverleden en 1 juli als nationale 
herdenkingsdag en feestdag te erkennen. In een aangenomen motie van 
Don Ceder en anderen werd verzocht om een onafhankelijk onderzoek uit 
te voeren naar het Nederlandse slavernijverleden. Het doel: inzicht krijgen 
in het slavernijverleden en de doorwerkingen ervan (‘wat’), vaststellen wie 
de betrokkenen waren (‘wie’) en welke uiteenlopende effecten slavernij 
had (‘hoe’) om zo ‘te komen tot een proces dat de maatschappelijke een­
heid binnen het Koninkrijk der Nederlanden versterkt’.1  Staat en slavernij: 
het Nederlandse koloniale slavernijverleden en zijn doorwerkingen is het resultaat 
van deze motie. De hier opgenomen teksten laten zien hoe de Nederlandse 
staat en zijn voorlopers betrokken waren bij het koloniale slavernij­
verleden en staat stil bij de doorwerking ervan in het heden.","Remembrance, Heritage & Education",1.0,0.08910421112136306
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_10.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_10.txt,,,0,"— 28 —
— STAAT EN SLAVERNIJ —
onderzoek zeker niet, maar er kwam wel een nieuwe benadering naast. Deze onderzoekers verlieten het koloniale schip en stapten in de histo­
rische arena van de (ex-)koloniën zelf om van daaruit de slavernij te 
­onderzoeken. Archieven werden steeds vaker kritisch bestudeerd en 
tegendraads gelezen (reading against the grain). Bovendien werd er vanaf de 
jaren negentig langzamerhand ook gezocht naar nieuwe, niet-koloniale 
bronnen, zoals toenemend gebruik van orale geschiedenis, muziekcultuur 
en materiële cultuur. Antropologen en historici van kleur vorm(d)en een 
stimulans in dit proces.","Remembrance, Heritage & Education",1.0,0.07701540462154054
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_10.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_10.txt,,,1,"Dit is tevens de tijd waarin de geschiedwetenschap zich verder emanci­
peerde en cultuur – met name volkscultuur en populaire cultuur – een 
centrale rol kreeg. Betekenisgeving, beeldvorming, creolisering en meer 
werden centrale methodologische concepten in historisch onderzoek. Dit 
drong ook door tot de historiografie van het slavernijverleden.",Everyday Racism & Modern Racial Inequality,1.0,0.06499336836196816
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_10.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_10.txt,,,2,"De puur 
beschrijvende geschiedenis, die wel degelijk ook haar eigen bias heeft, 
maakte plaats voor een meer analytische en kritische benadering. Die ver­
andering is nog in volle gang en daar heeft zich de dekoloniale benadering 
bijgevoegd. Deze bekritiseert niet alleen de nog steeds koloniale dimen­
sies, perspectieven en vanzelfsprekendheden van het nu gepresenteerde 
slavernijverhaal, maar evenzeer de gebruikte methodes en de onderzoe­
kers zelf. Bij de nieuwe slavernijgeschiedenis gaat het niet meer alleen 
over wat er tot aan 1863/1873 gebeurde, maar evenzeer over de processen, 
erfenissen en doorwerkingen als gevolg van die geschiedenis tot in het 
hier, daar en nu. Onderzoekers en organisaties van kleur zijn belangrijk 
in deze veranderingen.","Remembrance, Heritage & Education",1.0,0.09101820546182063
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_10.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_10.txt,,,3,"Het hedendaagse Nederlandse slavernijonderzoek, waarin ruimte is 
voor culturele en dekoloniale onderzoeksmethodes, is nog steeds vooral 
op Suriname gericht. De geschiedschrijving van het Nederlandse slavernij­
verleden in Azië betreft op het moment nog vooral sociale en economische 
geschiedenis. Daarin is de slaafgemaakte mens al wel in beeld, maar van 
een focus op diens cultuur lijkt (nog) geen sprake. Een recente ontwikkeling is de thuiskomst van de slavernij­geschiede­
nis in Nederland zelf. Dat begon aan het begin van deze eeuw met het 
nationaal slavernijmonument en verschillende grote tentoonstellingen 
en audiovisuele producties waaraan ook historici meewerkten.","Remembrance, Heritage & Education",1.0,0.10400628679223047
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_10.txt,sources\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen__segment_10.txt,,,4,"Het kreeg 
vaart met het wetenschappelijk onderzoek uitmondend in het project 
Mapping Slavery, dat vanaf 2013/2014 de slavernijrelatie van locaties in 
Nederland in kaart bracht. Vanaf 2018 hebben daarnaast verschillende 

— 29 —
— ACTUELE VRAAGSTUKKEN —
stedelijke en provinciale overheden zelf het initiatief genomen hun 
koloniale en slavernijgeschiedenis te laten onderzoeken. Bij elkaar heeft 
dat in enkele jaren tijd een flinke stapel toegankelijk geschreven boeken 
van een diverse groep auteurs opgeleverd, die aan een groot publiek toont 
hoe heel Nederland bij de slavernij betrokken is geweest en de vraag stelt 
wat dat met het hier en nu te maken heeft. Onderzoek én onderzoekers 
zijn meerstemmiger aan het worden. Het is dan ook van belang om te beginnen aan een grootschalig onder­
zoek naar de cultuur en impact van de Indisch-Oceanische slavernij inclu­
sief Zuid-Afrika, daar en in Nederland.",Everyday Racism & Modern Racial Inequality,1.0,0.07160390103945313
