text,label,label_id
"Emancipatie is een proces waarbij een gestigmatiseerde groep die over­
heerst is door een andere groep in de maatschappij zich hieraan ontwor­
stelt en haar positie probeert te verbeteren. De groep probeert een 
volwaardige plaats in de maatschappij op te eisen, te integreren in 
de bestaande sociale orde en daarin aanzienlijke veranderingen aan te 
brengen. Dit emancipatieproces is veel breder, transformatiever en besten­
diger dan de sociale mobiliteit van een enkeling uit de overheerste groep. Dit proces is nog steeds niet afgerond.",Modern Racism & Inequality,2
"In januari 1798 pleegde hij vervolgens 
een staatsgreep, waarna de radicalen zelf een nieuw grondwetsontwerp 
konden opstellen. Maar ook in dat ontwerp bleef slavernij onbesproken. Kennelijk had het thema voor Vreede en zijn medestanders geen politieke 
prioriteit meer. Kortom, de ook in Nederland veel gebruikte kreet",Historical Slavery,1
"— 134 —
— STAAT EN SLAVERNIJ —
­‘vrijheid, gelijkheid en broederschap’ bleek niet van toepassing op de 
slaafgemaakten in de Bataafse overzeese gebiedsdelen. Met de overgang naar het Verenigd Koninkrijk der Nederlanden werd 
in de grondwet van 1815 bepaald dat niet meer de Staten-Generaal, maar 
koning Willem i het opperbestuur genoot over de koloniën. Hij had 
­grootse plannen met deze gebieden, daarbij gesteund door de macht die 
de grondwet hem toebedeelde en het snelle herstel van de Nederlandse 
­slavenkoloniën en slavernijgerelateerde industrieën na de napoleontische 
oorlogen. Na het verlies van een groot deel van het koloniale wereldrijk 
behoorde Nederland vanaf het begin van de negentiende eeuw niet 
meer tot de grootste slavenhoudende staten in de wereld, maar de slaven­
houdende plantages waren nog wel van economisch belang voor de staat 
en de ondernemers. Recent onderzoek naar de oprichting van De Neder­
landsche Bank wees bijvoorbeeld uit dat het startkapitaal waarmee de 
oprichting van dat instituut mogelijk werd gemaakt deels afkomstig was 
van ondernemers met directe belangen in de plantageslavernij. Verder 
steeg de ­consumptie van katoen, indigo, suiker en koffie, hoewel de 
publieke ­opinie zich tegen slavernij had gekeerd. Willem i wilde dat de 
staatskas daarvan profiteerde en stuurde wetsvoorstellen naar de Tweede 
Kamer voor verhoogde accijnzen op koffie en suiker. Ondanks pogingen 
van Amsterdamse handelshuizen om dat wetsvoorstel in de kiem te smo­
ren vanwege teruglopende winstgevendheid, stemden de Tweede en Eer­
ste Kamer in met de accijnsverhoging. Door Britse internationale druk was 
de afschaffing van de slavenhandel opgelegd. Slavenhouders beseften dat 
zij lippendienst konden bewijzen aan de abolitionistische zaak door de 
afschaffing van de slavenhandel stilzwijgend te accepteren: die stond 
immers het gebruik van slavernij als productiewijze niet in de weg.2
Als opperbestuurder van de koloniën vond Willem i een gelijk­
gestemde ziel en trouwe dienaar in de militair Johannes van den Bosch: 
beide mannen ontwikkelden een allesomvattende visie op koloniaal 
bestuur die het lot van vele slaafgemaakten en lokale boeren bezegelde.3 
Van den Bosch had gediend in Nederlands-Indië en werd in 1827 benoemd 
als ­commissaris-generaal van Suriname en de Antillen, met als opdracht 
het bestuur grondig te herzien.",Historical Slavery,1
"Een onderdeel van Van den Bosch’ beleid 
was het invoeren van een belangrijke wijziging in het koloniaal reglement 
(1828) waardoor slaafgemaakten juridisch voortaan als personen werden 
beschouwd in plaats van als goederen. Plantagedirecteuren en investeer­
ders in Nederland kwamen daartegen in verzet. Ze slaagden erin het",Historical Slavery,1
"— 138 —
— STAAT EN SLAVERNIJ —
verreweg de meeste politieke tijd opging aan Nederlands-Indië. Daar­
tegenover stond echter de individuele betrokkenheid van bestuurders 
zoals minister Baud en van zijn opvolgers, waaronder Jan J. Rochussen. Ook laatstgenoemde was een oud-gouverneur-generaal en had in die 
­hoedanigheid zelfs een verzoekschrift tot afschaffing van slavernij in 
Nederlands-Indië in ontvangst genomen, maar naast zich neergelegd. Als 
minister van Koloniën daarentegen loodste Rochussen de Emancipatiewet 
voor Nederlands-Indië door het parlement. De wet trad in 1860 in wer­
king.8 Ook schreef hij aan de gouverneur in Suriname dat hij hoopte ‘[d]e 
groote maatregel der Emancipatie – hoe men er ook in het afgetrokkene 
over mag denken [...] in de eerstvolgende zitting [van de Staten-Generaal] 
tot stand te brengen.’9 Na drie mislukte pogingen en een afgekeurde 
begroting stapte Rochussen op. Naast desinteresse heeft ook het hoge 
tempo waarin ministers de portefeuille van Koloniën doorgaven de voort­
gang van het wetsvoorstel geen goed gedaan. Tussen 1855 en de wet voor 
de Atlantische gebieden van 1862 ontving het parlement zes emancipatie­
voorstellen, verdedigd door maar liefst vier verschillende ministers. Bovendien was het eerder regel dan uitzondering dat er een ‘oudgast’ uit 
Nederlands-Indië aan het roer van het departement van Koloniën stond, 
die waar het West-Indische zaken betrof volledig moest vertrouwen op 
dossierkennis (van medewerkers) aangevuld met de standpunten van de 
Wisselbrief ter waarde van tweehonderd gulden ten name van Emma Martins. Uitgegeven op 19 juli 1864 op Sint-Eustatius, ter compensatie voor het vrijverklaren  
van de slaafgemaakten die zij tot haar bezit rekende.",Colonialism,0
"— 144 —
Ulbe Bosma (1962) is senior onderzoeker bij 
het Internationaal Instituut voor Sociale 
Geschiedenis en bijzonder hoogleraar 
Internationale Comparatieve Sociale 
Geschiedenis bij de Vrije Universiteit. Hij 
schreef een groot aantal boeken en artikelen 
over de koloniale geschiedenis. Zijn meest 
recente boek The World of Sugar, verscheen in 
2023 bij Harvard University Press.",Colonialism,0
"— 145 —
Ulbe Bosma
10. Gedwongen verplaatsing 	
	
en illegale slavenhandel 	
	
na de afschaffing
Bij de teruggave van koloniale gebieden door de Britse regering in 1815 
verplichtte Nederland zich om de slavenhandel in deze koloniën en 
­territoriale wateren te verbieden en te bestrijden. Het ging daarbij om de 
Nederlandse Antillen, Suriname, de Nederlandse vestiging Elmina (op de 
kust van het huidige Ghana) en de Indonesische archipel. Die afschaffing 
verliep weinig voortvarend. De voortdurende mensenroof en slavenhandel 
in het Aziatische deel van de koloniale bezittingen waren verreweg het 
omvangrijkst, maar die in het Atlantische gebied lagen politiek veel 
­gevoeliger vanwege de aanhoudende grootschalige illegale slavenhandel, 
met name door Franse, Portugese en Spaanse schepen. De ­Britten beschul­
digden de Nederlanders regelmatig van laksheid en zelfs medeplichtig­
heid aan het in stand houden van de slavernij in het Atlan­tische gebied. ◼ ◼◼  Indonesische Archipel
Het Nederlandse gezag was vroeg in de negentiende eeuw op de meeste 
plaatsen in de Indonesische archipel nog slechts marginaal vertegen­
woordigd. Alleen op Java en de Molukken kon het bestuur direct ingrijpen 
in lokale verhoudingen en daarnaast de veelvuldig voorkomende kidnap­
pings van mensen, vooral door piratenschepen, effectief bestrijden. Daar­
bij kwam dat eeuwen van koloniale slavenhandel en een snel toenemende 
vraag naar allerhande producten, zoals rotan en parels, voor de Chinese 
en Europese markt de waarschijnlijk oeroude praktijken van mensenroof 
en slaven­handel nog flink hadden aangewakkerd. De snelgroeiende 
wereldhandel, met de inzet van steeds grotere schepen en nieuwe 
­communicatiemiddelen, was zo een belangrijke factor in het voortduren 
en mogelijk zelfs uitbreiden van de slavenhandel en slavernij in de 
­Indonesische  archipel.",Historical Slavery,1
"— 146 —
— STAAT EN SLAVERNIJ —
Sulu-sultanaat, gevestigd ten noorden van Kalimantan (Borneo). De zee­
rovers kaapten alle schepen die in hun vaarwater kwamen, ook die onder 
Europese vlag, en overvielen hele dorpen. Bij hun gewelddadige roof­
tochten kwamen jaarlijks vijftienhonderd tot tweeduizend mensen om 
en werden zo’n drie- tot vierduizend slaafgemaakten uit de Indonesische 
archipel weggevoerd.1 Overvallen vonden zelfs plaats op de kust van Java, 
het best verdedigde eiland in de regio, waar het koloniale bestuur zetelde. De bestrijding van zeeroverij genoot daarom hoge prioriteit voor de 
Nederlands-Indische regering. Ondanks hun politieke en economische rivaliteit werkten de Britten en 
Nederlanders steeds meer samen om de maritieme slavenjacht in de Zuid­
oost-Aziatische wateren aan te pakken. Aanvankelijk wisten zij weinig te 
beginnen tegen de snelle piratenschepen, maar dat veranderde toen hun 
beider koloniale marines stoomschepen inzetten. Niettemin bleef de zee­
roverij tot het einde van de negentiende eeuw een serieuze bedreiging 
voor de scheepvaart en visserij. Naast deze actieve bestrijding van de zee­
roverij ging het koloniale bestuur van Nederlands-Indië in 1820 over tot de 
aanleg van een slavenregister om zo de aanvoer van slaafgemaakten naar 
de koloniale gebieden te stoppen. Iedere niet-geregistreerde slaafgemaak­
te was automatisch vrij voor de wet en nieuwe slaafgemaakten mochten 
niet verhandeld worden. Door vrijlating en sterfte moest de omvang van 
de slavernij zo gaandeweg afnemen.",Historical Slavery,1
"Zo signaleerde een van de twee in 
­Suriname gestationeerde Britse rechters in 1839 dat een schoener van 
Curaçao naar Puerto Rico was gevaren. In 1840 bleek hetzelfde schip weer 
teruggekeerd naar Curaçao om vervolgens onder een andere naam en vlag 
naar Sint-Thomas te zijn gevaren en ten slotte onder weer een andere vlag 
in Curaçao te zijn aangemeerd. De gezaghebber van Curaçao, Reinier 
­Frederik Baron Raders, wees echter alle verdenkingen van de hand: het 
ging hier om een schip dat zaken als zout vervoerde, het betrof geen 
­slavenschip.15 Dat was een weinig geloofwaardig verhaal. Zeker volgens 
de Britse autoriteiten, die dit zagen als deel van een groter patroon van 
uitgebreide illegale trans-Atlantische slaventransporten naar Cuba, Puerto 
Rico en Brazilië. Bovendien hadden Franse en Amerikaanse slavenschepen 
al eerder Nederlandse scheepspapieren verworven met als doel onder 
Nederlandse vlag aan Britse controles te ontkomen.",Historical Slavery,1
"Het is vooral opvallend hoe weinig de enorme omvang 
van de slavernij in de Indonesische archipel in de negentiende eeuw speci­
fiek en heel Zuidoost-Azië in het algemeen, de aandacht heeft gekregen 
van historici. Doordat het Nationaal Archief de afgelopen jaren omvang­
rijke delen van de koloniale archieven heeft gedigitaliseerd, is dit onder­
zoek naar de slavenhandel en slavernij in de Nederlandse koloniale 
gebieden en wateren wel degelijk mogelijk en zelfs veel eenvoudiger 
geworden. Ten opzichte van de rest van de wereld valt hierbij bovendien 
nog een serieuze inhaalslag te maken.",Colonialism,0
"Een compagnie was een tijdelijk partnerschap 
tussen handelaren. Ieder legde eigen kapitaal in om een onderneming 
mogelijk te maken, bijvoorbeeld het uitreden van een schip. De investe­
ring gold voor één reis of een beperkte periode. Na afloop ontbonden de",Historical Slavery,1
"Dat leidde uiteraard tot een 
gespannen verhouding met de aandeelhouders. Sommigen daarvan pro­
beerden zelfs een eigen onderneming op te zetten om het voc-monopolie 
te doorbreken. De spanningen duurden voort tot 1623. Een combinatie van 
nieuwe garanties van de staat en de doorbraak voor de voc in Azië door 
Jan Pieterszoon Coens brute, en op de Banda-eilanden zelfs genocidale, 
veroveringscampagne besliste de conflicten in het voordeel van de voc-­
bewindhebbers.4 Rond dezelfde tijd verleenden de Staten-Generaal 
ook een octrooi aan de wic, opgezet naar het model van haar Aziatische",Historical Slavery,1
"— 166 —
— STAAT EN SLAVERNIJ —
Zuid-Amerika veel meer winst zou opleveren dan een veel grotere investe­
ring in Nederland of een landbouwkolonie in Noord-Amerika. Het fictieve 
rekenvoorbeeld ging ervan uit dat de ondernemer van dit startkapitaal 
3750 gulden zou uittrekken voor het kopen van ‘een aental van dertich 
­Slaven ofte Negros’. De rest zou hij moeten uitgeven aan gereedschap, 
bouwmaterialen, levensmiddelen en goedkope kleding voor de slaafge­
maakten.7 Deze rekensom bleek al snel een grove onderschatting van de 
hoeveelheid kapitaal die gemoeid was met het opzetten en in gang hou­
den van een plantage. Rond het midden van de achttiende eeuw bedroeg 
de getaxeerde waarde van een koffieplantage gemiddeld 105 000 gulden 
en van een suikerplantage gemiddeld 129 000 gulden.8 De jaarlijkse uit­
gaven om een gemiddelde plantage draaiend te houden konden oplopen 
tot ver boven de 20 000 gulden.9 De gemiddelde investeringen in een 
­plantage in het Caribisch gebied lagen daarmee vele malen hoger dan die 
Vaak werden Surinaamse plantages gefinancierd door Europese banken. Dit is waarschijnlijk Plantage Jagtlust, in 1735 aangelegd door Frederik Berewout, 
bewindhebber van de WIC en directeur van de Sociëteit van Suriname. De prent is 
gemaakt door Hendrik Huygens en geeft een bijna vredelievend beeld van een plantage.",Historical Slavery,1
"— 17 —
— INLEIDING —
verregaand controleerden en disciplineerden. Met slavernij definieerden 
koloniale overheden wie tot bezit mocht worden gereduceerd en wie niet. Met koloniale corvee- en cultuurstelsels werd bepaald wie als koloniale 
onderdaan voor dwangarbeid kon worden opgeroepen. Ook nadat 
­slavernij, het cultuurstelsel en later de zogenaamde herendiensten werden 
afgeschaft, verschafte het koloniale juridische systeem zodoende de lega­
listische onderbouwing voor geracialiseerde ongelijkheid tussen mensen. In de gewelddadige geschiedenissen van slavernij en kolonialisme zijn 
veel aanduidingen en begrippen gangbaar (geweest) die een koloniaal 
stempel dragen. Met andere woorden: het perspectief van de kolonisator 
als machthebbende is vaak doorslaggevend geweest in de wijze waarop 
werd geschreven over mensen, gebieden, talen en leefwijzen in ambtelijke, 
maar ook informele documenten die in koloniale archieven zijn overgele­
verd. Dat geldt ook voor romans, schilderkunst, muziek en andere kunst­
vormen. Die vormen niet per definitie een afspiegeling van de realiteit, 
maar kunnen juist beelden reflecteren die ten dienste stonden van het 
koloniale bestuur. Zo waren woorden als ‘neger’, ‘koelie’, ‘inlander’ en 
‘kettingbeer’ binnen een koloniaal bestel gebruikelijk, maar wordt vanuit 
dekoloniaal perspectief zichtbaar dat dit bepaald geen neutrale en on­- 
problematische termen waren, vanwege hun verregaand denigrerende 
en bijzonder subjectieve aard. In dit boek is gestreefd naar het gebruik van woorden die koloniale 
connotaties zo min mogelijk reproduceren en het eigen perspectief van 
zelfbenoeming door personen, landen of regio’s zoveel mogelijk respecte­
ren.",Colonialism,0
"Dat is gedaan in het volle besef dat ook de Nederlandse taal nog altijd 
in ontwikkeling is, dat woorden nauw verweven zijn aan de perspectieven 
van auteurs, en dat posities daarin niet vastliggen. Om ruimte te geven aan 
hun diversiteit wat betreft achtergrond en benadering heeft de redactie de 
keuze voor de te hanteren terminologie aan de auteurs gelaten. In Staat en 
slavernij zijn daardoor verschillen in schrijfstijl en woordkeuze te vinden. Die diversiteit levert een afwisselend palet op, en daarmee worden tevens 
verschillende perspectieven zichtbaar, die zich soms expliciet en soms 
genuanceerd doen gelden ten aanzien van het verleden en zijn doorwer­
kingen. Zo wordt in vrijwel het hele boek de term ‘slaafgemaakte’ 
gebruikt, omdat daarin in tegenstelling tot het woord ‘slaaf’ de erkenning 
besloten ligt dat de dwang waaraan deze mensen werden onderworpen 
geen natuurlijke positie of situatie betreft. Hoewel de afgelopen jaren 
levendige en felle discussies zijn gevoerd over de wens en noodzaak om de",Modern Racism & Inequality,2
"Al onder Daendels ging de vroege koloniale staat begin 
negentiende eeuw over tot een grootschalige uitbreiding en verscherping 
van deze koloniale arbeidsdwang. De lokale bevolking werd verplicht 
tot het produceren van handelsgewassen als bijvoorbeeld koffie, indigo, 
suiker en thee voor afzet op de wereldmarkt. Zij werden daartoe gedwon­
gen door een koloniale machinerie die werd aangestuurd door een kleine 
witte top, die macht en gezag uitoefende via een veelvoudig gelaagd 
bestand van Javaanse volkshoofden. Het stelsel was gericht op het verho­
gen van de productie: de koloniale bestuursambtenaren kregen voor hun 
voornaamste taak – het garanderen van de teelt, bewerking en levering 
van handelsgewassen – een provisie voor de ingezamelde kwantiteit van",Colonialism,0
