filename,filepath,document_type,year,chunk_num,chunk_text,topic,cosine,cosine_weighted,topic_probs,topic_assigned,chunk_id,labels
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.259.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.259.txt,,,0,kolonial slavernij wereldwijd georganiseerd verzet kwam grootschal collectiev vorm verzet regelmat verliet mens zelf gehel schap werkkamp liep achtendert creool slaafgemaakt weg poelwijk duinenberg essequibo wic hen tewerkgesteld zilvermijn grav slaafgemaakt wild uitput gevar werk ven moment langer trok terug eiland pas zev maand onderhandel stemd erin toe terug kom ruil pardon vrijwar meest revoltes had gunstig werd klein opstand demerara hulp nen berbic vond achttiend eeuw elk decennium poging plat mens werd meestal commando bereidwill slaafgemaakt plantagehouder opgespoord gevangengenom gedod succesvoll vervolg zorgd ervor berbic essequibo demerara vrij marrongemeenschapp ontstond alhoewel begon verander eind achttiend eeuw omvang volled scala,Koloniaal Verleden & Slavernij,0.2155263624321299,"[0.16356897011738616, 0.00856487115332768, 0.0037025063702439483]","[True, False, False]","[True, False, False]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.259.txt__0,"[1, 0, 0]"
Jouwe e.a. - Slavernij en de stad Utrecht.65.txt,slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.65.txt,,,1,caraib productieproces ruw suiker plantages risico slaafgemaakt vak zelf ronduit gevaarlĳk roller mol schuiv suikerriet kwam welen hand arm vast zit enig gedan afhak vastgeklemd ledemat bĳl dergelĳk noodgevall altĳd klaarstond molen gevaarlĳker werkzam kookhuis war ketel hing waarin suikersap gekookt slaafgemaakt uitglĳd kokendhet ketel raffiner suiker verbindt suikerhuis lucasbolwerk onlosmakelĳk vak gruwelĳk slavernĳpraktĳk suikerplantages west hoeverr utrecht burger bewust verwev onzeker betog koopman wĳngaard slavernĳ ieder geval genoemd argument vor utrecht suikerfabriek opgesomd concludeert soodan fabricq aen niemant ter werelt eenig nadel aenbreng ondank grot populariteit suiker bracht utrecht kerhuis gewenst opbrengst utrecht compagnie,Koloniaal Verleden & Slavernij|Doorwerking & Raciale Ongelijkheid|Beleidsmaatregelen & Herstel,0.1100038196433853,"[0.06444196436318263, 0.0017706250814670144, 0.006249054626185896]","[True, True, True]","[True, True, True]",Jouwe e.a. - Slavernij en de stad Utrecht.65.txt__1,"[1, 1, 1]"
Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.119.txt,slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.119.txt,,,0,waarom vrijheid wacht nimako delea esajas den her col strekkend plat gedur tien lez gedur hoogsten tien basis vierd getrok adviseerd stat surinam kolonie wild behoud slavernij diend schaff advies zet proces werking uiteind leid afschaff slavernij surinam voormal antill reger presenteerd afschaff slavernij parlement totaalpakket vier component wet opheff slavernij nederlandsch kolonien schadeloosstell eigenar slav staatstoezicht betrek vrijgemaakt gedur tien reger regelt leidt ondersteund immigratie arbeider gedur tien eerst component verbond laatst werd samenvoegt koppel twed derd component implicaties pakket presenter elk algemen stem een vier component afschaff slavernij vertrag echter consensus parlement een ding ǯvrijheid wachtenǯ slavenhouder eist,Koloniaal Verleden & Slavernij|Beleidsmaatregelen & Herstel,0.1296237847827139,"[0.36301650680563063, 0.0021949471669674156, 0.010133260723085074]","[True, False, True]","[True, False, True]",Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.119.txt__0,"[1, 0, 1]"
ZWART_MANIFEST.24.txt,slavery_text\ZWART_MANIFEST.24.txt,,,1,emancipatie representatie kinderboek gewaarborgd bibliothek kinderboek stereotyper racistisch inhoud vervang inclusiev kinderboek ocw moedigt campagnes schrijver illustrator verhal vertell representatief kinder betrek national bureau racism toetst buitenland samenwerk partner institutionel racism discriminatie national bureau publiceert jaarlijk verslag bevind aanbevel ngo stichting international operer land expertis ervar lokal organisaties respecter ngo minimal ontvang donaties uitgev ondersteun lokal organisaties ngo ondersteun lokal organisaties ruimt krijg leiderschapsrol nem bested geld richt eig inzicht ngo stichting diver inclusief leiderschap management directie bestur rad werknemer buitenland net diver inclusief doelgroep ondersteun ngo stichting uiting daarbij hoort voorlicht educatie directie bestur rad werknemer racism vooroordel stereotyper,Doorwerking & Raciale Ongelijkheid,0.1206045378311054,"[0.0075407402510575434, 0.23445950321310038, 0.01222288767325721]","[False, True, False]","[False, True, False]",ZWART_MANIFEST.24.txt__1,"[0, 1, 0]"
ketenen van het verleden.266.txt,slavery_text\ketenen van het verleden.266.txt,,,1,mens denk traditionel piet helemal verdwijnt geraadpleegd eenvandag engeland kann driess excuses slavernijverled amsterdam research essed alledag racism amsterdam gennep european parliament geraadpleegd faulconbridg geraadpleegd,Doorwerking & Raciale Ongelijkheid|Beleidsmaatregelen & Herstel,0.0696310623822791,"[0.0, 0.1496786550682875, 0.15707500900772883]","[False, True, True]","[False, True, True]",ketenen van het verleden.266.txt__1,"[0, 1, 1]"
ketenen van het verleden.173.txt,slavery_text\ketenen van het verleden.173.txt,,,0,stell nooit mak racism buitensluit ieder geval structurel bewust ander pass handel ieder dag doorwerk verled degelijk lev aanwez anderzijd lang nederlander het wok som zer paternalistisch superieur wijz vorm gev belev los verled kortom iederen erfeniss doorwerk verled mak verlamm helemal erover zwijg werkt verlamm hardop benoem intensief luister werkt bevrijd emanciper leidt uiteind verander elder slavernijverled omgegan meest land slavernijverled fysiek immateriel element lev geroep bewust verled help herdenk daarmee direct indirect stell verenigd naties unesco drie data kalenderjar aangemerkt herinneringsdag international dag ter herinner slavenhandel afschaff ervan international dag afschaff slavernij gericht afschaff vorm hedendag slavernij international,Koloniaal Verleden & Slavernij|Doorwerking & Raciale Ongelijkheid|Beleidsmaatregelen & Herstel,0.1216660658480719,"[0.19392928085489364, 0.08158044308364683, 0.06652608575561658]","[True, True, True]","[True, True, True]",ketenen van het verleden.173.txt__0,"[1, 1, 1]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.24.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.24.txt,,,0,alex stipriaan emeritus hooglerar geschiedenis initiator adviseur interculturel houdt vooral bezig geschiedenis cultur kunst gebied meest recent publicatie hoed rand curaçaos vlechtcultur slavernij,,0.06,"[0.18041736836855413, 0.0038251947034073234, 0.009946252261293092]","[False, False, False]","[False, False, False]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.24.txt__0,"[0, 0, 0]"
ketenen van het verleden.114.txt,slavery_text\ketenen van het verleden.114.txt,,,1,uitdruk gebracht verantwoord slavernijverled ligt genom europes koninkrijk nederland,,0.1,"[0.016176991339802937, 0.0, 0.06083256585000315]","[False, False, False]","[False, False, False]",ketenen van het verleden.114.txt__1,"[0, 0, 0]"
Jouwe e.a. - Slavernij en de stad Utrecht.46.txt,slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.46.txt,,,0,nancy jouw matthias lukkes remco rab vroedschapslid gerard gevraagd zĳn financien regel gedur zĳn afwez hetgen gerard utrecht regent nam zitting bestur voc wic trok ocean fortuin mak kolonien keerd vak vergaard rĳkdomm utrecht terug kolonial ondernem bod daarnaast geschikt object invester waarmee utrecht regent slag sloeg kolonial belang maakt integral regentenfamilies utrecht eeuw geregeerd zowel vroedschapsled direct familieled had financiel belang aandel maakt carrièr kolonien concluder utrecht regentenklas zer grot belang kolonial handel slavernĳ zelf aangetoond direct betrok met zien percentages procent realistisch zĳn aard omvang belang per familie individu verschild hoeft betog duidelĳk maakt bestuurlĳk elit lectief verdienst,Koloniaal Verleden & Slavernij,0.1750226025186606,"[0.06262965919439265, 0.0018452977137551358, 0.006652710169148379]","[True, False, False]","[True, False, False]",Jouwe e.a. - Slavernij en de stad Utrecht.46.txt__0,"[1, 0, 0]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.401.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.401.txt,,,0,vroeg vorming slavernij kolonialism wereldwijd verschill manier organiseerd historici lang gewerkt perspectief overzes geschiedenis bezag vanuit perspectief handelscontact plat kolonial expansie daadwerk geschiedenis slavernij wereld gebat beter bestuder werking impact kolonial system gehel wereldwijd stond kolonial verover zelf ontvolk dienst ontwikkel stelsel zorgd aanvoer productie belangrijk handelsgoeder daarvor vanaf begin geprobeerd gebied verover vruchtbar militair strategisch ligging belangrijk rol slavenhandel resulteerd meerder system kolonial exploitatie nial slavernij vormd hoeksten hiervan kolonien brazilie nam guianas carib banda batavia mogelijk viel kolonisatie taiwan voc zelfd patron chines suikerondernemer mid zeventi eeuw plantages massal bemenst vasteland arbeider geadopteerd zon werd genoemd praktisch vak,Koloniaal Verleden & Slavernij|Doorwerking & Raciale Ongelijkheid,0.2543468255990385,"[0.3145124741172698, 0.008236241865301142, 0.007317774461743555]","[True, True, False]","[True, True, False]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.401.txt__0,"[1, 1, 0]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.138.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.138.txt,,,0,stat slavernij verreweg meest politiek tijd opging tegenover stond echter individuel betrok bestuurder baud opvolger waaronder jan rochuss laatstgenoemd zelf verzoekschrift afschaff slavernij ontvangst genom neergelegd kolonien daarenteg loodst rochuss emancipatiewet parlement wet trad schref gouverneur surinam hoopt grot emancipatie afgetrok denk eerstvolg zitting stand drie mislukt poging afgekeurd begrot stapt rochuss desinteres hog tempo waarin portefeuill kolonien doorgav gang wetsvoorstel goed gedan wet atlantisch gebied ontving parlement zes voorstell verdedigd liefst vier verschill bovendien eerder regel uitzonder oudgast roer departement kolonien stond war zak betrof volled moest vertrouw dossierkennis medewerker aangevuld standpunt wisselbrief ter waard tweehonderd guld ten nam,Koloniaal Verleden & Slavernij,0.1643167672515498,"[0.20253962421524993, 0.0067759605772867385, 0.005175884124729018]","[True, False, False]","[True, False, False]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.138.txt__0,"[1, 0, 0]"
ZWART_MANIFEST.37.txt,slavery_text\ZWART_MANIFEST.37.txt,,,1,financier national institut nederland slavernijverled erfenis ninsee national comit ninsee volwaard kenniscentrum kennis verzamelt beheert ontwikkelt,,0.0670820393249936,"[0.006104080335423928, 0.004998478705406901, 0.05337341900737988]","[False, False, False]","[False, False, False]",ZWART_MANIFEST.37.txt__1,"[0, 0, 0]"
Amsterdam en het slavernijverleden.68.txt,slavery_text\Amsterdam en het slavernijverleden.68.txt,,,1,verbod slavenhandel slavernij amsterdam strat vernoemd vader zon vrolikstrat bot preparat verzameld del kolonien sted zien museum vrolik amsterdam umc gerardus vrolik hodges,,0.0769800358919501,"[0.2417461784041305, 0.0, 0.011547991421594501]","[False, False, False]","[False, False, False]",Amsterdam en het slavernijverleden.68.txt__1,"[0, 0, 0]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.424.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.424.txt,,,0,stat slavernij bevind boek lat zien vergaand betrok samenlev politiek kolonial slavernij vergaand gevolg doorwerk daarvan samenlev hel wereld belangrijk inzicht stat slavernij vor komt vormgev werking gevolg slavernij slavenhandel sted verwev breder structur kolonialism waarmee verschill wereld macht kolonialism ontwikkeld tegelijkertijd slavernij instrument exploitatie kond gewelddad verover fort groter gebied onderdruk opstand lokal bewoner gedwong herendienst hel volking zichtbar onderdruk bewind betreff opvoed beperk mobiliteit expliciet achterstell kolonial onderdan etnisch raciaal onderscheid verschill kolonial machtsmiddel had invloed ontwikkel later doorwerk slavernij beeld doordat verover ontvolk basis lag handel vestig kolonien gebied war slaafgemaakt naartoe werd gevoerd doordat bestur recht,Koloniaal Verleden & Slavernij|Doorwerking & Raciale Ongelijkheid,0.2357022603955158,"[0.5009200437187009, 0.029913126766520668, 0.007926001047099266]","[True, True, False]","[True, True, False]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.424.txt__0,"[1, 1, 0]"
Jouwe e.a. - Slavernij en de stad Utrecht.131.txt,slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.131.txt,,,0,utrecht slavengeld uiteindelĳk overled zĳn plantag soestdĳk demerara laatst slavengeld berbic essequibo guyana engels bezit genom tĳden fran bezet werd teruggegev slavernĳ eerder afgeschaft buurland surinam kenmerk beid afschaff vrĳgemaakt start nieuw toekomst enig kapital voorzien voormal eigenar compenser verlies gebeur eigenar plantag toevlugt demerara gilles cantzlar guld ontving zĳn negent slaafgemaakt vrĳ vestigd generatie later gebeurd hetzelfd kolonien utrecht ontving dertig person bedrag guld gelĳk stond vrĳheid mens guld per person bedrag overigen zer verschill zes broertjes zusjes rammelman elsevier kreg ieder aandel surinam plantag meerzorg tien johanna planteau daarenteg surinam opgegroeid getrouwd vrouw utrecht vestigd ontving bĳna halv,,0.1083333333333333,"[0.054395074195109194, 0.004923505865849545, 0.007122566428230928]","[False, False, False]","[False, False, False]",Jouwe e.a. - Slavernij en de stad Utrecht.131.txt__0,"[0, 0, 0]"
ketenen van het verleden.79.txt,slavery_text\ketenen van het verleden.79.txt,,,0,regelmat klinkt roep reger stap verder lat gan expliciet terugker argument stap excuses kunt aanbied hebt voorgenom excuses gemeent amsterdam steld historicus piet emmer dolgrag excuses aanbied nooit slavenhouder deg excuses krijg nooit slaf gemengd afwijz morel oordel verder verled woord hag vvd mogelijk excus gemeent den hag erg gemak zegg goedkop lang verwerp feit goed kant geschiedenis gan stan maatschapp groep excuses gelukk slav instituties verdediger daarvan excuses gevraagd slavenhouder verfijnd variant luidt excus historisch misstand enkel morel veroordel uitspreekt jezelf morel historisch voorganger plaatst aangebod excuses rol holocaust zoud enkel vvd ers ministerrad bezwar aangedrag eerlijk excuses mak,Doorwerking & Raciale Ongelijkheid|Beleidsmaatregelen & Herstel,0.2053059610298946,"[0.007762328791239191, 0.0073671673135999975, 0.4871036921249769]","[False, True, True]","[False, True, True]",ketenen van het verleden.79.txt__0,"[0, 1, 1]"
Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.387.txt,slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.387.txt,,,0,vroeg vorming slavernij kolonialism theologie bijbeluitleg verschill theolog predikant gereformeerd kerk zeventi negenti eeuw gelat slavernij regelrecht afwijz uitgesprok grijstint daartussenin hoewel nooit studies gewijd theologisch slavernijdebat gev wetenschapper veelal dezelfd overzicht nam theolog daarbij betrok gat beeld udeman voetius picardt mey rad hondius kal capitein betreft abolitionism millies bet publicaties keert argument ter verded slavernij telken terug bijzonder gat slavernij afrikan geregeld verwez vloek cham teruggat bijbelverhal genesis waarin noach zon link jacobus capitein eerst holland opgeleid zwart predikant predikt fort elmina vaderland ghana recht johannes king surinam gebor marron bekeerd later lev christendom slot ebg ging hen zendingswerk,Koloniaal Verleden & Slavernij|Doorwerking & Raciale Ongelijkheid,0.1004158022092804,"[0.32273786563023915, 0.011396093847320335, 0.00816927632302517]","[True, True, False]","[True, True, False]",Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.387.txt__0,"[1, 1, 0]"
ketenen van het verleden.31.txt,slavery_text\ketenen van het verleden.31.txt,,,1,momentel beperkt ontbrek voldoend kennis ervar belemmer factor voer goed dialog kennis verled musea aangebod algemen aard gat specifiek slavernijverled betreff eiland gesprek kwam museal voorzien ter sprak net georganiseerd dialog worsteld deelnemer negatiev beeldvorm ogen emancipatie soonlijk politiek vlak weg stat verschild beeld koninkrijk heerst enigszin lag nadruk bestur verhoud nen koninkrijk dialoogdeelnemer ervoer koloniaal neokoloniaal aruban zijd drong deelnemer erop landelijk dialog breid verschill land bijzonder gemeent vooral toe werk gemeenschapp koninkrijksdialog waarin deelnemer basis multiperspectiviteit nadenk gedeeld verdeeld slavernijverled koninkrijk volgen deelnemer dialog curaçao langdur invloed stat zer indring impact vrijwel aspect curaçaos samenlev dialog deelnemer mening,Koloniaal Verleden & Slavernij|Doorwerking & Raciale Ongelijkheid|Beleidsmaatregelen & Herstel,0.1703324921873006,"[0.02845274535628592, 0.040987724642716286, 0.04023648334920445]","[True, True, True]","[True, True, True]",ketenen van het verleden.31.txt__1,"[1, 1, 1]"
Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.29.txt,slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.29.txt,,,1,toekomst kolonie welzijn mogelijk steld daarom verscheid crer aanbod verbouwd gewass lat betal eig emancipatie ontwerp her traver traver betoogd afschaff leid ǯde verniel kolonieǯ ǯdiep rampzaligeǯ gevolg opperd daarom ǯpalliatiev middelenǯ zet houder gemaakt daarmee slavernij abrupt lat eindig langzam bouw navolg colombia vervolgen amortisatiefond lev geroep bedoeld kinder vanaf vrij mak traver steld financiel compensatie houder arbeidscompensatie zoud werk daarvor betaald uitzonder volwass wordend traversǯ idee afschaff slavernij negatiev consequenties bijzonder manier stell hen lev slavernij beter lev vrijheid duurd liefst vijf voordat nieuw ontwerp ingedi lan kennis kolonie surinam gravenshag nederlandsch maatschappij schon kunst staatscommissie eerst staatscommissie,Koloniaal Verleden & Slavernij,0.1209415795813904,"[0.2640181154702957, 0.005667137429652273, 0.004597051610859958]","[True, False, False]","[True, False, False]",Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.29.txt__1,"[1, 0, 0]"
