sentence,topic,document
"· Per thema geeft u aan wat het rapport hierover zegt, wat u hier al op doet en wat u (naar aanleiding van het rapport en de gesprekken met het veld) hierop verder gaat doen.",criminaliteit,beslisnota-bij-kamerbrief-beleidsreactie-op-beleidsdoorlichting-erfgoed.pdf
hoe we de meest bijzondere kerkelijke en niet-kerkelijke interieurs kunnen behouden,religie,beslisnota-bij-kamerbrief-beleidsreactie-op-beleidsdoorlichting-erfgoed.pdf
o Samen met de ministeries van ZK en BZK te bezien,democratie_en_bestuur,beslisnota-bij-kamerbrief-beleidsreactie-op-beleidsdoorlichting-erfgoed.pdf
Ook uit navraag bij de Rijksdienst Caribisch Nederland en het DG Koninkrijksrelaties van BZK blijkt dat er geen problematische situaties als gevolg van de Auteurswet BS bij hen bekend zijn.,buitenlandse_zaken,tk-beslisnota-bij-verzoek-vkc-jenv-inzake-auteurswet-bes.pdf
Geadviseerd besluit Akkoord te gaan met de bijgevoegde Kamerbrief en met verzending hiervan aan de Kamer.,democratie_en_bestuur,onderliggende-beslisnota-s-kamerbrief-cd-water-7-juni-2023.pdf
"Tweemaal per jaar, voorafgaand aan het CD Water en het Wetgevingsoverleg Water, wordt de Tweede Kamer geïnformeerd over recente ontwikkelingen in het beleidsveld water.",democratie_en_bestuur,onderliggende-beslisnota-s-kamerbrief-cd-water-7-juni-2023.pdf
2023 - Kaderrichtlijn Water - Harde afspraken terugdringen PAS en microplastics in de Westerschelde - Maatregelen beperken microplastics in het milieu - Vrijwaren drinkwaterwinningen van verontreiniging met bentazon - en groener Nederland begint in je eigen tuin - Noordzee - Getij Grevelingen - Drinkwater,milieu,onderliggende-beslisnota-s-kamerbrief-cd-water-7-juni-2023.pdf
"Geadviseerd besluit U wordt geadviseerd in te stemmen met bijgaande brief waarmee u het onderzoeksrapport, voorzien van een beleidsreactie, aan de TK zendt.",democratie_en_bestuur,tk-beslisnota-bij-beleidsreactie-ijenv-rapport-rampenbestrijding-in-caribisch-nederland.pdf
Ons kenmerk 4674126 met de betrokken partijen in uropees Nederland en in Caribisch Nederland.,democratie_en_bestuur,tk-beslisnota-bij-beleidsreactie-ijenv-rapport-rampenbestrijding-in-caribisch-nederland.pdf
Het ministerie van JenV is hiervoor eerst en vooral aan zet.,democratie_en_bestuur,tk-beslisnota-bij-beleidsreactie-ijenv-rapport-rampenbestrijding-in-caribisch-nederland.pdf
"Volledigheidshalve wordt opgemerkt dat DGPenV de afgelopen jaren minder sterk heeft ingezet op de versterking van de crisisbeheersing in Caribisch Nederland; onder meer Covid-19 en de afhandeling van de waterschade in Limburg legden namelijk een groot beslag op de beschikbare beleidscapaciteit. en concept van de brief is ambtelijk voor commentaar gedeeld met de openbare lichamen, de waarnemend Rijksvertegenwoordiger, het Brandweerkorps Caribisch Nederland, de NCTv en met het ministerie van BZK.",democratie_en_bestuur,tk-beslisnota-bij-beleidsreactie-ijenv-rapport-rampenbestrijding-in-caribisch-nederland.pdf
4.3 Implementatie Vertegenwoordigers van in ieder geval de hiervoor genoemde partijen zullen worden betrokken bij de opvolging van de beleidsreactie.,democratie_en_bestuur,tk-beslisnota-bij-beleidsreactie-ijenv-rapport-rampenbestrijding-in-caribisch-nederland.pdf
"Andere acties die mijn ministerie dit jaar zal initiëren, zijn:",democratie_en_bestuur,tk-beslisnota-bij-beleidsreactie-ijenv-rapport-rampenbestrijding-in-caribisch-nederland.pdf
– 2025 door de bewindspersonen van het ministerie van Justitie en Veiligheid naar de Tweede kamer gezonden.,democratie_en_bestuur,tk-beslisnota-beleidsagenda-cn-terugkoppeling.pdf
Het komende jaar zal door de verschillende betrokken partijen verder worden gewerkt aan de prioriteiten uit de beleidsagenda.,democratie_en_bestuur,tk-beslisnota-beleidsagenda-cn-terugkoppeling.pdf
"Centraal speelt de vraag in hoeverre het dreigen met juridische stappen een disproportioneel machtsmiddel is, gezien de onevenredige machtsverhouding tussen de betrokken partijen.",democratie_en_bestuur,bijlage-1-onderliggende-beslisnota-beantwoording-kamervragen-pvdd-slapp-tactiek-tui-en-chogogo-beach-resort.pdf
Geadviseerd besluit U wordt geadviseerd in te stemmen met de beantwoording van de kamervragen middels bijgevoegde kamerbrief (bijlage 02).,democratie_en_bestuur,bijlage-1-onderliggende-beslisnota-beantwoording-kamervragen-pvdd-slapp-tactiek-tui-en-chogogo-beach-resort.pdf
Na inwinning van advies bij het ministerie van VenJ wordt geconcludeerd dat een oordeel over het toepassen van een SLAPP tactiek overgelaten moet worden aan de rechter.,democratie_en_bestuur,bijlage-1-onderliggende-beslisnota-beantwoording-kamervragen-pvdd-slapp-tactiek-tui-en-chogogo-beach-resort.pdf
"is sterk afhankelijk van de uitvoering van alle natuur-, en milieuprojecten in het Natuur en milieubeleidsplan 2020-2030 (NMBP).",milieu,bijlage-1-onderliggende-beslisnota-beantwoording-kamervragen-pvdd-slapp-tactiek-tui-en-chogogo-beach-resort.pdf
Op dit moment ontbreken moderne milieuregels voor inrichtingen in Caribisch Nederland waaronder ook regels voor de kwaliteit van het (lokale) toezicht en handhaving en regels voor de bescherming van koraalecosystemen.,milieu,bijlage-1-onderliggende-beslisnota-beantwoording-kamervragen-pvdd-slapp-tactiek-tui-en-chogogo-beach-resort.pdf
r • k Ministerie van inancien,democratie_en_bestuur,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
Aan de staatssecretaris van inancien iscaliteit en Belastinadienst TR INO de minister Persoonsgegevens nota Kamerbrief vastzetten belastingrentepercentage op 8 Datum 22 februari 2023,democratie_en_bestuur,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
akkoord voor de bijgevoegde Kamerbrief voor de Tweede Kamer,democratie_en_bestuur,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
Vpb en bronbelasting I Ministerie van inancien,democratie_en_bestuur,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
erste beelden budgettaire gevolgen bij belastingrente naar 0 n a v HR arrest • Voor aiie beiastingmiddeien met uitzondering van de omzetbelasting en ioonheffirigen wordt vanaf 1 januari 2023 in overeenstemming met het arrest gehandeld Voor de omzetbeiasting en loonheffingen wordt momenteel onderzocht wat de mogelijkheden zijn voor uitvoering van het arrest,criminaliteit,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
e kabinetsperiode worden de begrotingsregels vastgesteld door het nieUwe kabinet voor de nieuwe kabinetsperiode,democratie_en_bestuur,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
Het tussentijds aanpassen van de begrotingsregels gedurende de kabinetsperiode is onwenselijk en ongebruikelijk Digeidt temeer voor een Pagina 1 van 5 1676319 00001 dossier op de begroting van de minister van inancien ventuele aanpassing geschiedt middeis een MR besluit •,democratie_en_bestuur,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
Deze ontvangt de BelastingHTenst en worden middeis een verdeelsleutel overgeheveld naar de Sociale ondsen waar deze opbrengsten onder het lastehl ader vallen • Macro economiscHe schommelingen en concreet betaaigedrag van belastingplichtigen hoeven bij overheveling niet meer gecompenseerd te worden Alleen fiscale beleidsmatige wijzigingen zoals wijziging van de minimum rentepercentages of arresten bijv Sofina arrest dienen binnen het lastenkaderlri^past te worden •,criminaliteit,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
De verkeersboetes zijn vanaf 2017 op verzoek van de Kamer een generaal dossier op de begroting van J V ^ De gedachte hierachter was^daet kon lijken alsof de politie boetes uitdeelde om financiele redenen en niet ter bevordering van^e,democratie_en_bestuur,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
verkeersveiligheid Arqumenten teaen het generaal behandelen van de NBO • lk verzoek tot generaal behandelen,democratie_en_bestuur,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
voor Daarom wordt de beslissing over de aanpassing van de belastingrente nu opnieuw aan u beiden ter beslissing voorgelegd Doordat er geen overeenstemming is binnen het ministerie wat betreft het advies bevat deze beslisnota drie verschillende adviezen,democratie_en_bestuur,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
Daarmee wordt de rente 10 5 B DG2 adviseert u om in te stemmen met het nu vastzetten van de belastingrente op 8 voor de vennootschaps en bronbelasting in ieder geval,democratie_en_bestuur,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
Z adviseert u om in te stemmen met het nu vastzetten van de belastingrente op 8 voor de vennootschaps en bronbelasting in ieder geval totdat het definitieve besluit om de rente al dan niet vast te zetten is meegenomen in de rijksbrede integrale voorjaarsbesluitvorming Z adviseert,democratie_en_bestuur,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
\ Niet verhogen geeft verkeerd signaal aan andere departementen die ook te maken hebben met gevolgen van hoge rente of inflatie Bijvoorbeeld de rente op studieleningen waar nu besloten is ondanks druk vanuit de Kamer om de systematiek vast te houden,democratie_en_bestuur,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
Deze is gekoppeld aan het gemiddeide van het rendement in September van een staatsobligatie met een looptijd van 3 jaar mbo en het rendement in September van een staatsobligatie met een iooptijd van 5 jaar hoger onderwijs,onderwijs,beslisnotas-bij-kamerbrief-vastzetten-belastingrentepercentage-op-8.pdf
Aan Van Datum 6 april 2023 Opgesteld door De vaste commissie voor Koninkrijksrelaties heeft op 22 maart jl. schriftelijke vragen gesteld naar aanleiding van de briefen overzicht.,buitenlandse_zaken,beslisnota-bij-antwoorden-op-kamervragen-vso-over-comply-or-explain-en-update-wetgevingsoverzicht-caribisch-nederland.pdf
"Aanleiding Bij schrijven d.d. 22 december 2022 is een wetgevingsoverzicht naar de Tweede Kamer gestuurd (Kamerstuk 36200-IV, nr. 44).",democratie_en_bestuur,beslisnota-bij-antwoorden-op-kamervragen-vso-over-comply-or-explain-en-update-wetgevingsoverzicht-caribisch-nederland.pdf
U verkiezing leden uropees Parlement; verordening (Minister van 4 april,democratie_en_bestuur,beslisnota-bij-kamerbrief-overzicht-verdragen-per-1-april-2023.pdf
De Akte betreffende de verkiezing van de vertegenwoordigers in het P door middel van rechtstreekse algemene verkiezingen uit 1976 is reeds meerdere keren gewijzigd.,democratie_en_bestuur,beslisnota-bij-kamerbrief-overzicht-verdragen-per-1-april-2023.pdf
"• Uiteindelijk dient de Raad het voorstel vast te stellen met eenparigheid van stemmen en goedkeuring van het P te krijgen, waarna voor inwerkingtreding ook de goedkeuring door alle LU-lidstaten overeenkomstig hun eigen nationale procedures nodig is.",democratie_en_bestuur,beslisnota-bij-kamerbrief-overzicht-verdragen-per-1-april-2023.pdf
Nederland heeft bij de onderhandelingen steeds geIntervenieerd conform het kabinetsstandpunt van 17 juni 2022 en de uitkomst van het debat met de Tweede Kamer (hierna: TK) op 21 juni 2022.,democratie_en_bestuur,beslisnota-bij-kamerbrief-overzicht-verdragen-per-1-april-2023.pdf
"In 2021 heeft de C U-lidstaten om inbreng verzocht met betrekking tot mogelijke aanvullende afspraken met de Mercosur-landen over handel en duurzame ontwikkeling, die de belangrijkste zorgen van de U over duurzaamheid (met name ontbossing) moeten adresseren.",milieu,beslisnota-bij-kamerbrief-overzicht-verdragen-per-1-april-2023.pdf
"In de ogen van de uropese dienst voor extern optreden (DO) biedt de verkiezingswinst van president Lula in Brazilië een mogelijkheid om een impuls te geven aan de strategische relatie tussen Brazilië en de U, inclusief het U-Mercosur akkoord.",democratie_en_bestuur,beslisnota-bij-kamerbrief-overzicht-verdragen-per-1-april-2023.pdf
"De vaste commissie Buitenlandse Handel en Ontwikkelingssamenwerking (hierna: BHOS) van de TK heeft op 9 maart 2023 een rondetafelgesprek over U-Mercosur gevoerd met deelname van vertegenwoordigers van de industrie, kennisinstellingen, het maatschappelijk middenveld, de C (DG Handel) en de Nederlandse ambassadeur in Brazilië.",buitenlandse_zaken,beslisnota-bij-kamerbrief-overzicht-verdragen-per-1-april-2023.pdf
De minister van BHOS heeft in reactie op deze moties aangegeven zich binnen het kabinet te zullen beraden en binnen enkele weken per brief aan de TK op de moties terug te komen.,democratie_en_bestuur,beslisnota-bij-kamerbrief-overzicht-verdragen-per-1-april-2023.pdf
"Momenteel lijkt het te ontbreken aan de vereiste unanimiteit in de Raad om in te stemmen met het Raadsbesluit ter ondertekening en voorlopige toepassing van het verdrag, omdat één lidstaat niet akkoord kan gaan.",democratie_en_bestuur,beslisnota-bij-kamerbrief-overzicht-verdragen-per-1-april-2023.pdf
"• Onderwerpen die in het pandemie-instrument opgenomen zouden kunnen worden, zijn onder meer een One Hea/th-aanpak, eerlijke toegang tot medicijnen, vaccins en medische hulpmiddelen, het delen van data en materialen over genoomreeksen alsook versterking van de mondiale capaciteiten en financiering voor pandemische preventie, paraatheid en respons.",gezondheidszorg,beslisnota-bij-kamerbrief-overzicht-verdragen-per-1-april-2023.pdf
"De samenwerking die tot stand komt in het Justitieel Vierpartijenoverleg vloeit voort uit de afspraken gemaakt in het Statuut voor het Koninkrijk der Nederlanden waarin is afgesproken dat Nederland, Aruba, Curaçao en Sint Maarten elkaar hulp en bijstand verlenen.",buitenlandse_zaken,tk-beslisnota-bij-periodieke-rapportage-rechtshandhaving-hoofdlijnen-jvo-januari-2023.pdf
"Het overleg vindt plaats tussen de ministers van Justitie van Aruba, Curaçao, Nederland en Sint Maarten.",democratie_en_bestuur,tk-beslisnota-bij-periodieke-rapportage-rechtshandhaving-hoofdlijnen-jvo-januari-2023.pdf
VN-Reglementen behorend bij Overeenkomst inzake wielvoertuigen (1958) genomen tijdens WP.29 Aanleiding Tijdens de vergadering van de UNC World orum for Harmonization of Vehicle Regulations (Working Party 29) in maart 2023 zijn wijzigingen van bestaande VN- Reglementen en een nieuw reglement aangenomen.,buitenlandse_zaken,beslisnota-ienw-wp29-ece-reglementen-maart-2023.pdf
Na uw akkoord wordt deze beslisnota met het ministerie van Buitenlandse Zaken gedeeld en wordt in navolging daarvan door de minister van Buitenlandse Zaken voorgesteld de voorhangprocedure te starten.,democratie_en_bestuur,beslisnota-ienw-wp29-ece-reglementen-maart-2023.pdf
Afstemming over inbreng in WP.29 vergaderingen vindt plaats in ambtelijk overleg met het Ministerie van Infrastructuur en Waterstaat.,democratie_en_bestuur,beslisnota-ienw-wp29-ece-reglementen-maart-2023.pdf
Afhankelijk van het onderwerp wordt waar nodig ook met andere ministeries afgestemd.,democratie_en_bestuur,beslisnota-ienw-wp29-ece-reglementen-maart-2023.pdf
"Wel geldt er voor deze verdragen een voorhangprocedure van 30 dagen, waarin 30 leden van de Tweede Kamer of 15 leden van de erste Kamer kunnen aangeven dat deze verdragen tóch aan de goedkeuring van het parlement moeten worden onderworpen.",democratie_en_bestuur,beslisnota-ienw-wp29-ece-reglementen-maart-2023.pdf
Het ministerie van Infrastructuur en Waterstaat is in dit geval eerstverantwoordelijke op de inhoud en stelt daarom de beslisnota op.,democratie_en_bestuur,beslisnota-ienw-wp29-ece-reglementen-maart-2023.pdf
"3 ministerie van Buitenlandse Zaken is verantwoordelijk voor de voorhangprocedure, en daarmee het versturen van de brief aan de Staten-",democratie_en_bestuur,beslisnota-ienw-wp29-ece-reglementen-maart-2023.pdf
De brief wordt gelijktijdig aan de staatssecretaris van Binnenlandse Zaken en Koninkrijksrelaties voorgelegd.,buitenlandse_zaken,tk-beslisnota-bij-integriteits-en-anti-corruptiebeleid-caribisch-nederland.pdf
"De Raad heeft op vijf verschillende thema’s kritische aanbevelingen gedaan aan de betrokken ministeries, de openbare lichamen en andere relevante lokale partners.",democratie_en_bestuur,tk-beslisnota-bij-integriteits-en-anti-corruptiebeleid-caribisch-nederland.pdf
"Voor wat betreft de aanbevelingen die (mede) aan het ministerie van Justitie en Veiligheid zijn gericht, is op vrijwel alle aanbevelingen vooruitgang geboekt, te weten:",democratie_en_bestuur,tk-beslisnota-bij-integriteits-en-anti-corruptiebeleid-caribisch-nederland.pdf
Het ministerie van Justitie en Veiligheid wordt op ambtelijk niveau op de hoogte gehouden van de voortgang op deze aanbeveling.,democratie_en_bestuur,tk-beslisnota-bij-integriteits-en-anti-corruptiebeleid-caribisch-nederland.pdf
In gesprekken met de openbare lichamen hierover wordt zo veel mogelijk aansluiting gezocht bij de in het kader van het project Toegang tot het Recht (ministerie van Justitie en Veiligheid) opgedane kennis en ervaring.,democratie_en_bestuur,tk-beslisnota-bij-integriteits-en-anti-corruptiebeleid-caribisch-nederland.pdf
"Tijdens uw werkbezoek aan Bonaire van januari dit jaar zijn hiervoor een aantal afspraken gemaakt, waaronder de oprichting van een werkgroep.",arbeid,tk-beslisnota-bij-integriteits-en-anti-corruptiebeleid-caribisch-nederland.pdf
"Tot slot is de sturing op de opvolging van de aanbevelingen geborgd binnen het ministerie van Justitie en Veiligheid, zoals reeds toegelicht in de eerste beleidsreactie.",democratie_en_bestuur,tk-beslisnota-bij-integriteits-en-anti-corruptiebeleid-caribisch-nederland.pdf
"Graag uw akkoord om de aanbiedingsbrief namens de minister van Buitenlandse Zaken en uzelf naar de Tweede Kamer te versturen op maandag 3 april 2023, na akkoord van de Rijksministerraad op vrijdag 31 maart 2023.",democratie_en_bestuur,tk-beslisnota-veiligheidsstrategie-voor-het-koninkrijk-voor-het-nederlanden.pdf
"De Veiligheidsstrategie is eerder aan de Tweede Kamer aangekondigd in de Rijksbegroting 2023 (artikel V-Buitenlandse Zaken en VI-Justitie en Veiligheid), de Kamerbrief over de Rijksbrede Risicoanalyse (d.d. 23 september 2022) en in het debat over de Nederlandse steun aan Oekraïne (d.d. 21 februari 2023).",democratie_en_bestuur,tk-beslisnota-veiligheidsstrategie-voor-het-koninkrijk-voor-het-nederlanden.pdf
De Minister wordt geadviseerd om het overzicht met ILT publicaties aan de Tweede Kamer aan te bieden.,democratie_en_bestuur,bijlage-1-onderliggende-beslisnota-kamerbrief-overzicht-publicaties-ilt-april-tot-en-met-juni-2023.pdf
"In examenjaren 2020, 2021 en 2022 zijn maatregelen getroffen voor de examens.",onderwijs,beslisnota-s-bij-resultaten-examens-voortgezet-onderwijs-2023.pdf
"Het gaat voor 2023 per schoolsoort om de volgende percentages: o Vwo: 2,1% lager dan in 2019 o Havo: 3,9% lager dan in 2019",onderwijs,beslisnota-s-bij-resultaten-examens-voortgezet-onderwijs-2023.pdf
Op 8 september levert DUO de definitieve monitor aan en kunnen we de Kamerbrief en monitor aan de Kamer versturen.,democratie_en_bestuur,beslisnota-s-bij-resultaten-examens-voortgezet-onderwijs-2023.pdf
"Wel is besloten het tweede tijdvak te verruimen, om te zorgen dat examens die niet gemaakt konden worden door omstandigheden in het eerste tijdvak makkelijker konden worden ingehaald (bijvoorbeeld als een leerling corona had, wat tijdens het beslissen op de maatregelen in november 2022 een reëel scenario was).",onderwijs,beslisnota-s-bij-resultaten-examens-voortgezet-onderwijs-2023.pdf
en leerling kon hierdoor makkelijker slagen voor het examen.,onderwijs,beslisnota-s-bij-resultaten-examens-voortgezet-onderwijs-2023.pdf
Vanwege de onduidelijkheden die er begin 2020 waren over corona en de betekenis ervan voor de examens is er in 2020 voor gekozen om de centrale examens niet door te laten gaan.,onderwijs,beslisnota-s-bij-resultaten-examens-voortgezet-onderwijs-2023.pdf
De cijfers van de leerlingen voor het schoolexamen (normaal bestaat het eindexamen uit het schoolexamen en centraal examen) golden toen als uiteindelijk eindexamencijfer.,onderwijs,beslisnota-s-bij-resultaten-examens-voortgezet-onderwijs-2023.pdf
blijk namelijk dat het aandeel leerlingen uit de examenklas dat niet is aangemeld voor het examen of zich heeft teruggetrokken - met name bij het vmbo-BB en het vmbo-KB –is toegenomen.,onderwijs,beslisnota-s-bij-resultaten-examens-voortgezet-onderwijs-2023.pdf
· r zijn in de zomer ook signalen bij de partijen terecht gekomen over grote verschillen tussen besturen wat betreft de slagingspercentages.,democratie_en_bestuur,beslisnota-s-bij-resultaten-examens-voortgezet-onderwijs-2023.pdf
Tot slot gaven de partijen aan benieuwd te zijn naar de resultaten van de staatsexamenmonitor en het vaardigheidsonderzoek (zie hieronder).,democratie_en_bestuur,beslisnota-s-bij-resultaten-examens-voortgezet-onderwijs-2023.pdf
Omdat dit mogelijk tot reacties van scholen kan leiden wordt de Tweede Kamer hierover geïnformeerd in deze kamerbrief.,democratie_en_bestuur,beslisnota-s-bij-resultaten-examens-voortgezet-onderwijs-2023.pdf
Hierdoor konden leerlingen hun examens desgewenst spreiden over zowel het eerste als het tweede tijdvak.,onderwijs,beslisnota-s-bij-resultaten-examens-voortgezet-onderwijs-2023.pdf
"Na afstemming in de examenketen, met de VO-raad, het Platform examensecretarissen en LAKS is het CvT tot het besluit gekomen om het tweede tijdvak voortaan zes dagen te laten duren in plaats van vier.",onderwijs,beslisnota-s-bij-resultaten-examens-voortgezet-onderwijs-2023.pdf
In te stemmen met de beantwoording van de Kamervragen.,democratie_en_bestuur,beslisnota-bij-antwoorden-op-kamervragen-over-presentatie-eilandsraadslid-de-heer-koos-sneek.pdf
De Kamerbrief te ondertekenen voor verzending aan de erste Kamer.,democratie_en_bestuur,beslisnota-bij-antwoorden-op-kamervragen-over-presentatie-eilandsraadslid-de-heer-koos-sneek.pdf
Kern • Vragen 4 en 5 gaan over armoedebestrijding en de mogelijke gevolgen van het verhogen van het minimumloon voor het bedrijfsleven op Sint ustatius.,sociale_zaken,beslisnota-bij-antwoorden-op-kamervragen-over-presentatie-eilandsraadslid-de-heer-koos-sneek.pdf
De beantwoording van deze vraag is afgestemd met de Koninklijke Marechaussee van het ministerie van Defensie.,democratie_en_bestuur,beslisnota-bij-antwoorden-op-kamervragen-over-presentatie-eilandsraadslid-de-heer-koos-sneek.pdf
De VVD schrijft de impact van sluiting te beseffen;,democratie_en_bestuur,tk-beslisnota-uitbreidsluitingsbevoegdheid-burgemeester-gezaghebber-ter-handhaving-36-217.pdf
"r zijn enkele specifieke juridische vragen, bijv. van VVD en SGP over Caribisch Nederlandse wetgeving.",democratie_en_bestuur,tk-beslisnota-uitbreidsluitingsbevoegdheid-burgemeester-gezaghebber-ter-handhaving-36-217.pdf
Antwoordlijn: onteigening kan in sluitingszaken al ruim twintig jaar ingevolge een met algemene stemmen aanvaard initiatiefwetsvoorstel.,democratie_en_bestuur,tk-beslisnota-uitbreidsluitingsbevoegdheid-burgemeester-gezaghebber-ter-handhaving-36-217.pdf
Geadviseerd besluit U wordt geadviseerd in te stemmen met het openbaar jaarverslag MIVD 2022.,democratie_en_bestuur,beslisnota-bij-openbaar-jaarverslag-mivd-2022.pdf
Daarnaast wordt u geadviseerd in te stemmen met de aanbieding van dit jaarverslag aan de Kamer.,democratie_en_bestuur,beslisnota-bij-openbaar-jaarverslag-mivd-2022.pdf
"• Conform uw toezegging in uw brief d.d. 1 juli 2022, zal u eind februari een Kamerbrief inclusief deze monitors met de Kamer delen.",democratie_en_bestuur,beslisnota-bij-voortgangsbrief-bestuurlijke-afspraken-caribisch-nederland.pdf
"De brief is besproken in het bestuurlijk overleg met Saba, maar door het verplaatsen van de bestuurlijke overleggen (nog) niet besproken met Bonaire en Sint ustatius.",democratie_en_bestuur,beslisnota-bij-voortgangsbrief-bestuurlijke-afspraken-caribisch-nederland.pdf
De vragen van dhr. Mohandis vormen een goede aanleiding de TK te informeren over de uitvoering van de voorstellen in de bibliotheekbrief van 4 november 2022; • NB donderdag 6 april bent u aanwezig bij de afsluiting van de landelijke Netwerkdag voor de openbare bibliotheken.,Cultuur_en_sport,nota-bij-antwoord-op-kamervragen-mohandis-over-bibliotheken.pdf
o Op basis van de studentramingen en het begrote totaalbudget wordt de komende jaren overvraging verwacht voor het mbo en hbo.,onderwijs,nota-ter-besluitvorming-invulling-vervolg-subsidieregeling-praktijkleren-per-2024.pdf
"Bijvoorbeeld n.a.v. een gewijzigde begroting of wanneer het Interdepartementaal Beleidsonderzoek mbo (IBO) of toekomstverkenning mbo, ho en wetenschap hier aanleiding voor zijn.",onderwijs,nota-ter-besluitvorming-invulling-vervolg-subsidieregeling-praktijkleren-per-2024.pdf
"De regeling is grotendeels, ongeveer 95%, gericht op het stimuleren van leerbanen voor een grote groep mbo bbl-studenten.",onderwijs,nota-ter-besluitvorming-invulling-vervolg-subsidieregeling-praktijkleren-per-2024.pdf
"en veel kleiner aandeel betreft leerplaatsen in het hbo (voor deeltijd- en duaal studenten in specifieke sectoren), vo (vmbo-lwt/pro/vso) en wo (phd/toio), gezien de beperkte omvang van deze groepen.",onderwijs,nota-ter-besluitvorming-invulling-vervolg-subsidieregeling-praktijkleren-per-2024.pdf
Met name mkb-bedrijven in tekortsectoren (mbo) gebruiken de subsidie en het is belangrijk om hen tegemoet te komen voor het aandeel dat zij hebben in het studiesucces van bbl- studenten.,onderwijs,nota-ter-besluitvorming-invulling-vervolg-subsidieregeling-praktijkleren-per-2024.pdf
"Opnemen in de regeling, want het is wettelijk verplicht in onderwijswetgeving dat de student ingeschreven dient te staan in het Register Onderwijsdeelnemers van DUO.",onderwijs,nota-ter-besluitvorming-invulling-vervolg-subsidieregeling-praktijkleren-per-2024.pdf
