label_id,__hard_label_name,__argmax_cos_id,__argmax_cos_name,__cos_max,__cos_margin,__wrong_label,__low_signal,cos_Colonialism,cos_Historical slavery,cos_Modern racism& inequality,snippet
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,Enschede: SLO Nationaal expertisecentrum leerplanontwikkeling. Vaksectie mens & maatschappij. 62p. • Kennisplatform Integratie & Samenleving. (2021). Institutioneel racisme in Nederland. Literatuuronderzoek naar de aanwijzingen voor institu
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"Journal of International Migration and Integration, 1-26. Valk, I. van der (2017) Monitor moslimdiscriminatie; derde rapportage. Amsterdam: Universiteit van Amsterdam. Verkuyten, M. (2003) Sociaal-psychologische gevolgen van stigmatisering,"
1,Historical slavery,0,Colonialism,,,True,False,,,,Het als slaven gevangen houden van andere mensen is al een heel oud en hardnekkig verschijnsel. De Romeinen hadden bijvoorbeeld ook al tot slaaf­ gemaakte mensen. Ook nu bestaan er nog verschillende vormen van gedwongen arbeid en mensenhand
1,Historical slavery,0,Colonialism,,,True,False,,,,— 126 — — STAAT EN SLAVERNIJ — De trans-Atlantische handel in slaafgemaakten creëerde ook banen voor Europeanen. Er werkten duizenden zeelieden en militairen op de schepen; tienduizenden mensen werkten in de havens en in aanpalende sectoren
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"(2013). Entitlement racism: License to humiliate. European Network Against Racism, Recycling Hatred: Racism (s) in Europe Today, Essed, P. (2018, 1984). Alledaags Racisme. Amsterdam: van Gennep."
1,Historical slavery,0,Colonialism,,,True,False,,,,"Gedurende enkele decennia van de zeventiende eeuw was de wic zelfs de grootste slavenhandelaar in het Atlantische gebied. Ook de voc, die eerder bekend staat als een handelaar in kruidnagelen en kaneel, heeft duizenden tot slaaf gemaakten u"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"30 A.2> Bij de bestrijding van en onderzoek naar anti-zwart racisme, antisemitisme, islamofobie en andere vormen van discriminatie moeten wetenschappers uit de doelgroep betrokken zijn. A.3> Er moet door reclamebureaus met affiniteit met he"
1,Historical slavery,0,Colonialism,,,True,False,,,,Scheepsbouw Amsterdammers waren ook actief betrokken bij de bouw van slavenschepen. Zo is in de notulen van de vergaderingen van de directie van de VOC terug te vinden dat de organisatie ‘slaafhaalders’ bouwde. Slaafhaalders waren speciale 
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"De acceptatie van raciaal gemengde paren en de omzichtige omgang met zichtbaar verschil in naoorlogs Nederland. Amsterdams Sociologisch Tijdschrift, 25(2), 234-275. Kansteiner, W., & Weilnböck, H. (2008). Against the concept of cultural tra"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 24 2.5 Werving van respondenten Een deel van de respondenten is geworven via de zogenoemde sneeuwbalmethode. Dat houdt in dat de onderzoekers aan geïnterviewde medew
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"UTRECHT ALS CENTRUM VAN HET NEDERLANDSE ABOLITIONISME 195 nog dwangarbeid moesten leveren. Dankzĳ massale protesten in Engeland werd dat apprenticeship in 1839 voortĳdig beëindigd, en vanaf 1840 zien we dat Britse abolitionisten hun zending"
1,Historical slavery,0,Colonialism,,,True,False,,,,Uit het huis van de plantagehouder ver­z­amelden ze alle wapens die ze konden vinden. Daarmee vluchtten ze de oerwouden in. Dit was voor Cuffy het laatste zetje dat hij nodig had. Hij trok met een groep van plantage naar plantage. Overal ve
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 7 Impact racisme De bevindingen zijn ernstig en zorgelijk. In de eerste plaats omdat racisme schadelijk is voor de medewerkers die dit ondervinden. Deze ervaringen k
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"31 9> MEDIA ZWART MANIFEST INLEIDING Media informeren de samenleving en hebben daardoor een grote verantwoordelijkheid. Wat we zien, horen en lezen heeft invloed op ons wereldbeeld. Zonder een diverse en inclusieve weerspiegeling van de sam"
1,Historical slavery,0,Colonialism,,,True,False,,,,"37 Wij noemen als voorbeelden van ‘herstel met wettelijke verankering’ de volgende mogelijke en niet als uitputtend bedoelde opties, gebaseerd op reeds gedane voorstellen: 1. Uitroepen van één nationale vrije dag ter herinnering aan het sla"
1,Historical slavery,0,Colonialism,,,True,False,,,,"Het was immers verbo­ den om moslims te verkopen. Slaafgemaakten vluchtten zelfs vaak naar de rivalen van de voc, zoals de Britse en Franse Oost-Indische Compagnieën, om niet gevangengenomen te worden. Strafregisters en zelfs de periodieke "
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"30 In deze formulering komt tot uiting dat het gaat om alle daden van slavenhandel en slavernij die in het verleden onder Nederlandse soevereiniteit zijn begaan, hetzij door de overheidsautoriteiten zelf, hetzij door anderen die onder de pa"
1,Historical slavery,0,Colonialism,,,True,False,,,,"7 behandeld werden als vrije arbeiders met arbeidscontracten. De auteur noemt de tot slaaf gemaakten op Sint Maarten tussen 1848 en 1863 dan ook “quasi-slaven”. Jay Havisers verslag, Vineyard Burial Ground, St. Maarten: Emergency Archaeolog"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"De culturele identiteit van de ander wordt als iets negatiefs getypeerd, als iets waar je je voor zou moeten schamen (Williams, e.a., 2021). Cultuur wordt bovendien gebruikt als een verklarende factor voor bepaald gedrag (Schinkel, 2008). 3"
1,Historical slavery,0,Colonialism,,,True,False,,,,8 de afschaffing van de slavernij in 1863. Espersen heeft gebruik gemaakt van historische documenten alsook archeologische onderzoeken. De stemmen van de tot slaafgemaakten Orale bronnen worden gebruikt om de slavernijgeschiedenis van binne
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,Het gehele manifest staat in het teken van nazorg voor de Zwarte gemeenschap vanwege de gevolgen van eeuwenlang kolonialisme. Aanvullend komen in het domein ‘Nazorgpakket’ specifieke punten aan de orde die betrekking hebben op nazorg voor d
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"117 See the webpage of the Comité: www.cnmhe.fr. The full version of the law is rather short, comprising three major provisions as follows: « [Article 1] La République française reconnaît que la traite négrière transatlantique ainsi que la "
1,Historical slavery,0,Colonialism,,,True,False,,,,"De industrie gaf een enorme impuls aan de economie, bracht werkgelegenheid voor velen en trok een stroom migranten naar die eilanden. Maar die ongekende economische groei was niet voldoende om diepgewortelde raciale barrières te doorbreken."
1,Historical slavery,0,Colonialism,,,True,False,,,,"De meeste planters wisten niet aan hun verplichtingen te voldoen en leenden soms zelfs meer bĳ. Met Jan Cornelis van den Heuvel, zoals we zagen de eigenaar van de suikerplantage Nooyt Gedagt in Essequibo, trof Van Vloten in 1786 een schikki"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 34 religieuze achtergrond. Doordat zij door een religieuze of etnische bril bekeken worden, wordt over het hoofd gezien dat zij beschikken over bepaalde expertise en"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"43 INTERCULTURELE SENSITIVITEIT Een persoon wordt als intercultureel sensitief aangemerkt wanneer de persoon niet alleen in staat is om vanuit eigen referentiekader een cultuur te bekijken, maar ook door die van een ander. Niet alleen vindt"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"Institutioneel racisme in Nederland vindt plaats in alle segmenten van onze samenleving, o.a. in het onderwijs, op de woningmarkt, in de zorg, in de media en in de opvoeding. Zwarte kinderen en jongeren kampen met trauma’s die ze al op jong"
1,Historical slavery,0,Colonialism,,,True,False,,,,"— 152 — — STAAT EN SLAVERNIJ — ◼ ◼◼ Suriname De Surinaamse suikerplantages hadden aan het begin van de negentiende eeuw dringend behoefte aan werkkrachten, vooral omdat door de extreem zware werkomstandigheden de sterfte op deze onderneming"
1,Historical slavery,0,Colonialism,,,True,False,,,,— 256 — — STAAT EN SLAVERNIJ — ◼ ◼◼ Het leven op de plantage Eenmaal ter plaatse aangekomen moesten de nieuwkomers opnieuw een bestaan opbouwen. Plantages waren niet zo groot op de Wilde Kust als elders in het Caribisch gebied. Ze varieerde
1,Historical slavery,0,Colonialism,,,True,False,,,,Al vroeg waren hier Europese plantages gesticht. De koloniale belastingheffing dwong de grondbezittende boeren in deze regio’s om een vijfde deel van hun velden af te staan en bovendien een vijfde deel van het werkjaar (zesenzestig dagen) d
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 29 Die personen spreken misschien geen Nederlands, maar ze verstaan het wel”. Het n-woord en de ander genoemde racistische termen worden volgens een respondent soms "
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"7 DOMEINEN 1. EDUCATIE 2. ZORG EN WELZIJN 3. HUISVESTING, WONEN EN OMGEVING 4. ARBEIDSMARKT, WERK EN INKOMEN 5. SOCIAAL-ECONOMISCHE GELIJKHEID 6. POLITIEK EN OVERHEID 7. WETSHANDHAVERS, JUSTITIE EN VEILIGHEID 8. HERVORMING ANTIDISCRIMINATIE"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"(2020) Monitor arbeidsdiscriminatie 2015 – 2019, Discriminatie.nl. Blommaert, L., Coenders, M., & Van Tubergen, F. (2014). Discrimination of Arabic-named applicants in the Netherlands: An internet-based field experiment examining different "
1,Historical slavery,0,Colonialism,,,True,False,,,,— 32 — — STAAT EN SLAVERNIJ — Zij vroegen van voormalige slavennaties in Europa: 1) volledige en ­formele excuses; 2) repatriëring naar Afrika indien gewenst; 3) hulp bij een ontwikkelingsprogramma voor de Inheemsen; 4) hulp bij de opbouw v
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"UTRECHT ALS CENTRUM VAN HET NEDERLANDSE ABOLITIONISME 197 Rotterdam, die daar actief was in het lokale antislavernĳcomité. Maar het beviel de Réveil-mannen uit Den Haag en Amsterdam niet dat de liberalen het initiatief naar zich toe trokken"
1,Historical slavery,0,Colonialism,,,True,False,,,,— 123 — bij een opgraving op Golden Rock Plantation zonder over­leg met de lokale gemeen­schap de overblijfselen van zo’n zeventig mensen opgegraven. Na klachten worden er nu wijzigingen doorgevoerd in het erfgoed­beheer op het eiland om er
1,Historical slavery,0,Colonialism,,,True,False,,,,"Die regtstoestand heeft tot hiertoe gegolden. Besluit nu de wet, dat de slavernij zal worden opgeheven, tot op de intrekking van dien toestand blijft het regt van den meester op zijn slaaf als eene verhandelbare werkkracht bestaan, en men z"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"29 Om ervoor te zorgen dat diverse groepen burgers hun ervaringen met de publieke dienstverlening delen, is het belangrijk dat er voldoende vertrou- wen is tussen burgers en overheid. Dit vertrouwen is een voorwaarde om burgers te vragen hu"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,Diversiteit. Commissie Mijnals richt zich op racisme en discriminatie in het voetbal. (3 juli 2019) Geraadpleegd van www.knvb.nl/nieuws/themas/diversiteit/60761/commissie-mijnals- richt-zich-op-racisme-en-discriminatie-het-voetbal • Koning 
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"E. (Esther) Janssen (senior onderzoeker) Dr. S. (Simone) van de Wetering (postdoctoraal onderzoeker, Tilburg University) Dr. O. (Oemar) van der Woerd (postdoctoraal onderzoeker, Erasmus Universiteit Rotterdam) Office management: Drs. M.Y.M."
1,Historical slavery,0,Colonialism,,,True,False,,,,"— 255 — — NEDERLANDSE KOLONIALE SLAVERNIJ WERELDWIJD — ­slaafgemaakte, mensen van gemengde afkomst uit veelal gedwongen ­relaties tussen Europese mannen en slaafgemaakte Afrikaanse of Zuid-Amerikaanse vrouwen, en ook uit meer vrijwillige ve"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 55 “Er is ook meer begrip voor individuele kwesties van lokale medewerkers, maar ook voor de lokale bewoners van ons land. We worden erkend en gerespecteerd. Een voo"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"232 NANCY JOUWE situatie onder het fascisme in Duitsland, inclusief een verwĳzing naar concentratiekampen. In 1945, vlak voor de bevrĳding, zou Anton de Kom zelf overlĳden door ziekte in kamp Sandbostel, bĳ concentratiekamp Neuengamme. Een "
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 30 een “hele agressieve toon” wordt gesproken tegen lokaal aangenomen medewerkers, vaak uitmondend in geschreeuw en in het bijzijn van anderen. De toon is heel ander"
1,Historical slavery,0,Colonialism,,,True,False,,,,"— 193 — — SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN — In Suriname is het Nederlands nog altijd de enige officiële taal, zij het dat er een variant gesproken wordt met een geheel eigen woordenschat, klank en vaak ook zinsbouw: het Surinaams-"
1,Historical slavery,0,Colonialism,,,True,False,,,,"85 Gerechtshof Den Haag 1 oktober 2019, ECLI:NL:GHDHA:2019:2524, rov. 15.4 en 16. 86 ‘Procès pour les réparations: les associations décidées à actionner tous les leviers juridiques’, Franceinfo (online), 9 november 2020, zie https://la1ere."
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 100 Respondenten pleiten verder voor evaluaties van de acties die de komende periode opgezet worden. Gedacht kan worden aan een evaluatie van de effectiviteit van tr
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 88 Aanpassing aan corporale cultuur Anderen stellen dat het nodig is om te conformeren aan de cultuur van de groep die invloed heeft om door te kunnen groeien. Ook w
1,Historical slavery,0,Colonialism,,,True,False,,,,"Voor die vrijmaking werd een periode van vijf tot acht jaar uitgetrokken. Voordat de vrijmaking een feit was, zouden de houders van de slaaf-gemaakten al een Ǯbehoorlijke vergoedingǯ krijgen. Ook zouden ze de vrijgemaakte slaaf-gemaakten ku"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"Baarn: Ambo. Essed, Philomena. 1988. Alledaags racisme. Baarn: Ambo. De activiteiten van de jongste generatie bestaat uit tal van activiteiten, medemogelijk gemaakt door informatietechnologie, waaronder, talkshows: https://melaninfinitymaga"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 64 4 Institutioneel racisme In het vorige hoofdstuk lag de focus op ervaren racisme op de werkvloer in de interacties met collega’s. Daarbij zagen we dat er verschil
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 92 5 Conclusies en aanbevelingen In dit slothoofdstuk presenteren we de belangrijkste conclusies op hoofdlijnen. Daarna volgen verschillende aanbevelingen. We sluite
1,Historical slavery,0,Colonialism,,,True,False,,,,15 5 . Ontwikkelingen in de samenleving 5.1 Internationaal De afgelopen jaren vonden er belangwekkende internationale ontwikkelingen plaats in de aandacht voor het slavernijverleden en de doorwerking daarvan. In toenemende mate hebben land
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 52 evenementen. En bij het vieren van Sinterklaas is er op verschillende ambassades en in Den Haag voorbijgegaan aan het racistische karakter van zwarte piet. Er wor
1,Historical slavery,0,Colonialism,,,True,False,,,,— 55 — — ACTUELE VRAAGSTUKKEN — Vanaf 1878 tot omstreeks 1960 was ‘vaderlandse geschiedenis’ op scho­ len een apart vak waarvoor schoolboeken werden gemaakt die in de con­ text van de Nederlandse overzeese expansie beperkte aandacht besteed
1,Historical slavery,0,Colonialism,,,True,False,,,,"WAAROM VRIJHEID NIET KON WACHTEN NIMAKO, DELEA & ESAJAS 82 ǲDe slaven zullen ontvlugten, zegt. men. Ja, als een vrijgemaakte zijn meester, die hem hard behandelt, ontvlugt, wie zal dat wraken? Wie daarover klaagt, ik zou bijna zeggen, die k"
1,Historical slavery,0,Colonialism,,,True,False,,,,"— 207 — — SLAVERNIJ, AFSCHAFFINGEN EN DOORWERKINGEN — naast elkaar afbeelden van wit en zwart: ‘Zoo vind het oog ook een ver­ noegen Somtijts een Moor by maegdekens te voegen.’3 Deze woorden zijn door kunsthistorici veelal geïnterpreteerd a"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"FRA (2009). European Union Minorities and Discrimination Survey (EU-MIDIS). Main Results Report. Wenen: European Union Agency for Fundamental Rights. Gilroy, P. (1987) There Ain’t No Black in the Union Jack. London: Routledge. Ghorashi, H. "
1,Historical slavery,0,Colonialism,,,True,False,,,,"— 449 — — NOTEN — slavernijexcuses. (Masterscriptie, Universiteit voor Humanistiek Utrecht 2021). 2. Artwill Cain, ‘Slavery and Memory in the Netherlands. Who Needs Commemoration?,’ Journal of African Diaspora Archaeology and Heritage 4(3) "
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 49 (Charkaoui, 2019; Omlo, 2020). Met verwijzingen naar het ‘thuisland’ of ‘herkomstland’ maken mensen (on)bedoeld duidelijk dat zij de ander zien als een persoon di"
1,Historical slavery,0,Colonialism,,,True,False,,,,— 232 — — STAAT EN SLAVERNIJ — kwam op Curaçao het paga tera-­systeem steeds meer in zwang. Dat was een overeenkomst waarbij de voormalige slaafgemaakten een stuk grond kregen op de plantage waar ze hun eigen voedsel konden verbouwen. In ru
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"— ACTUELE VRAAGSTUKKEN — Deel 2 Slavernij, afschaffingen en doorwerkingen patricia kaersenhout ‘Entangled One is een zeer persoonlijke serie van acht werken over het kunnen ontsnappen aan de onveilige en verwarrende gevoelens die ontstaan a"
1,Historical slavery,0,Colonialism,,,True,False,,,,"Slaafgemaakten die wegliepen, werden naakt aan een grote paal gebonden, tot bloedens toe geslagen en daarna werden hun wonden ingesmeerd met zout water of pekel. Maar ook de slaafgemaakten die in een huishouden woonden, moesten leven onder "
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,110 Loi du 21 mai 2001 tendant à la reconnaissance de la traite et de l’esclavage en tant que crime contre l’humanité. 111 Loi du 23 février 2005 portant reconnaissance de la nation et contribution nationale en faveur des Français rapatriés
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 20 Bij de eerste vraag gaat het om percepties op en ervaringen met racisme. Dit kan gebaseerd zijn op persoonlijke ervaringen, maar ook op basis van verhalen die men"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 40 Grappen over etnische groepen Geregeld zijn grappen niet zoals in bovengenoemde voorbeelden gericht op het individu, maar hebben de grappen betrekking op een etni"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"2. In dit rapport hanteren we een breed begrip van ‘burgers’, waar- mee we niet alleen Nederlandse staatsburgers bedoelen, maar ook andere personen die in Nederland verblijven en gebruik maken van publieke dienstverlening, waar- onder migra"
1,Historical slavery,0,Colonialism,,,True,False,,,,"VRIJ VAN SLAVERNIJ 189 naauwgezet eerbiedigden, was de schandelĳke slavernĳ in een zachte redelĳke dienstbaarheid welhaast herschapen. “Gĳ allen kunt uwe vrĳheid alras verdienen” – zeide Adolf, die met drift de taal der Negers leerde, en zi"
1,Historical slavery,0,Colonialism,,,True,False,,,,"108 WIM MANUHUTU wanneer hem onvoldoende respect en eer werden bewezen. Hĳ glipte tussen de mazen van de voc door en hield zich als privéhandelaar bezig met opiumhandel, die eigenlĳk geheel aan de voc was voorbehouden. Maar wat nog meer in "
1,Historical slavery,0,Colonialism,,,True,False,,,,"UTRECHTS SLAVENGELD 129 door plantagedirecteur Martini vrĳ gekocht voor achthonderd gulden, waarschĳ nlĳ k omdat zĳ een relatie hadden. Een andere weg naar vrĳ heid was de vlucht van de plantage naar de vluchtelingengemeenschappen in het ni"
1,Historical slavery,0,Colonialism,,,True,False,,,,"— 300 — — STAAT EN SLAVERNIJ — ◼ ◼◼ Verzet door slaafgemaakten Vanaf het moment dat de voc begon met mensen tot slaaf maken op Kaap de Goede Hoop, verzetten de slaafgemaakten zich daartegen. Dit verzet nam verschillende vormen aan, waaronde"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 32 soms belachelijk worden gemaakt door hun accent na te doen. Ook een andere medewerker vertelt dat zij zich niet serieus genomen voelde door haar leidinggevende, o"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"Ik beschouw dit toezigt niet, zoo als sommigen misschien, als uitsluitend bestemd om de vrijgemaakten te beheerschen, alleen om hen van het kwade af te houden, om hen in toom te houden. Maar ik meen dat in de wet geschreven moet worden het "
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,20 In 2018 deed het televisieprogramma Radar een onderzoek naar personeelsbeleid bij een callcenter op grond van een gefingeerd verzoek geen personeel met een bepaalde etnische achtergrond te willen aantrekken. Van de benaderde uitzendburea
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,Mounia: In de eerste plaats: verdiep je echt in de uitvoeringspraktijk. Zorg dat je weet en begrijpt hoe het werk van jouw medewerkers in de praktijk tot stand komt. Als tweede: betrek collega's met afstand tot de dagelijkse werkzaamheden i
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 80 piet’ kon spelen. Dit heeft hij als racistisch ervaren. Hij heeft daarna onvoldoende steun ervaren van zijn leidinggevende die het voorval niet veroordeelde. Op e
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"8 Essed, P. (2020). Humiliation, dehumanization and the quest for dignity. Routledge International Handbook of Contemporary Racisms, Essed, P. (2020, 1991). Racismekennis [Inzicht in alledaags racisme]. Amsterdam: van Gennep. Eyerman, R. (2"
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"D. & Martin-Willet, R. (2021) After Pierce and Sue: A Revised Racial Microaggressions Taxonomy. Perspectives on Psychological Science 16 (5), p. 991– 1007. Witte, R. (2010) Al eeuwenlang een gastvrij volk: racistisch geweld en overheidsreac"
1,Historical slavery,0,Colonialism,,,True,False,,,,— 442 — — STAAT EN SLAVERNIJ — op de maatschappelijke impact van onderzoek en het hebben van relevan­ te netwerken binnen diverse gemeenschappen zou ook mee kunnen wegen. In Nederland vraagt het tevens om een herziening van het perso­ neels
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"De heer van Heukelom: ǲDe hoofdvraag is, of men immigratie wil, en, zoo ja, hoe die immigratie zal worden bevorderd. Zal de Staat zich belasten met den aanvoer van immigranten, of zal hij dien overlaten aan particulieren? Na verschillende s"
1,Historical slavery,0,Colonialism,,,True,False,,,,"Alex van Stipriaan, ‘The Long Road to a Monument,’ Facing up to the Past. Perspectives on the Commemoration of Slavery from Africa, the Americas and Europe (Kingston 2001) 118-122. 10. Pim Fortuyn, De puinhopen van acht jaar Paars (2002) 15"
1,Historical slavery,0,Colonialism,,,True,False,,,,NINSEE 133 waarmee niet-inheemse bedrijven land zouden kunnen verhuren en inheemse mensen grond zouden kunnen bezitten. De heer Fransen van de Putte stelde: ǲDe wet voorziet te weinig in het geval dat de vrijgemaakte slaaf door goed gedrag 
2,Modern racism& inequality,0,Colonialism,,,True,False,,,,"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN Een verkennend onderzoek 12 1 Inleiding Het is de missie van het ministerie van Buitenlandse Zaken om mee te bouwen aan een rechtvaardige wereld met kansen, vrijheid en waardigheid voor iede"
1,Historical slavery,0,Colonialism,,,True,False,,,,"— 259 — — NEDERLANDSE KOLONIALE SLAVERNIJ WERELDWIJD — ◼ ◼◼ Georganiseerd verzet Er kwamen ook grootschalige, collectieve vormen van verzet voor. Met regelmaat verliet een groep mensen of zelfs een gehele plantagegemeen­ schap het werkkamp."
1,Historical slavery,0,Colonialism,,,True,False,,,,"In dit rapport onderzoeken we hoe de afschaffing van de slavernij werd gepland en ontworpen en, daarmee samenhangend, hoe het voorstel daartoe vervolgens werd besproken in het parlementaire debat. Daarmee beoogt dit onderzoeksrapport inzich"
