filename,chunk_id,sentence_count,raw_text,text_for_scoring,cos_Colonialism,cos_Historical slavery,cos_Modern racism& inequality,max_score,primary_topic,score_margin,confidence_level,text,label,label_id,is_pseudo
,,,,,,,,,,,,"Bruijn, Jaap R., Femme S. Gaastra, Henk J. den Heijer en Alexander H.G. Rinnooy Kan, 
Roemrucht verleden. De Staten-Generaal en de voc 
(Den Haag 2002). Bruijne, Ad de en Aart Schalkwijk, Van Mon 
Plaisir tot Ephraimzegen. Welstand, etniciteit en 
woonpatronen in Paramaribo (Amsterdam 1997). Bruin, Ron de en Meereke Bosua, Geschiedenis 
geven. Praktische vakdidactiek en vakinhoud voor het 
basisonderwijs (Assen 2021). Buddingh, Hans en Yulia Knol, De geschiedenis van 
Suriname (Amsterdam 2012).",Colonialism,0,True
,,,,,,,,,,,,"Het leven van 
slaafgemaakten 
in Suriname en de 
Caraïbische eilanden
Afrikanen die naar plantages in Amerika 
werden gebracht, waren de rest van 
hun leven het bezit van iemand anders, 
tenzij ze ontsnapten of vrijgekocht 
werden. Hetzelfde gold voor hun kinderen 
en kleinkinderen. Ze konden ook tussen­
tijds verkocht worden aan andere 
36
De hutten van slaafgemaakten  
op een Surinaamse plantage. JACOB EDUARD VAN HEEMSKERCK  
VAN BEEST, 1860-1862 |  
RIJKSMUSEUM",Historical slavery,1,True
,,,,,,,,,,,,"Odegard, ‘1652. Het overspel van Henricus 
Torquinius en Maria Wens,’ Nog meer 
wereldgeschiedenis van Nederland (Amsterdam 
2022). ◼ ◼◼  20. ‘Ik wil niet zwijgen’: slavernij en 
kolonialisme in en rondom Zuid-Afrika – 
Kate Ekama
1. Nigel Worden en Gerald Groenewald, Trials of 
Slavery. Selected Documents Concerning Slaves from 
the Criminal Records of the Council of Justice at the 
Cape of Good Hope, 1705-1794 (Kaapstad 2005) 
614-615. 2. Megan Vaughan, Creating the Creole Island. Slavery in Eighteenth-Century Mauritius (Durham 
2005) 1-19. 3.",Colonialism,0,True
,,,,,,,,,,,,"Door de slaafgemaakten uit deze regio’s te verplaatsen 
naar hun verschillende nederzettingen in de Indische Oceaan en de Indo­
nesische archipel creëerden de Nederlanders een functioneel netwerk in 
hun Aziatische rijk. Slaafgemaakten werden door de voc aan het werk 
gezet als vaklieden en ongeschoolde arbeiders aan wal, als boerenarbeiders 
op de plantages en privéboerderijen, en als bedienden in de huizen van 
kolonisten. De Golf van Bengalen, waaraan de Arakankust, Bengalenkust en Coro­
mandelkust liggen, leverde de eerste en de meest constante stroom slaaf­
gemaakten tot het eind van de zeventiende eeuw. De Nederlanders waren",Historical slavery,1,True
,,,,,,,,,,,,"NOTEN 
287
36. Gerrit Schutte, ‘Achter de schermen. Hendrik Swellengrebel en de 
Kaapse patriotten’, Tydskrif vir Geesteswetenskappe 59, 4 (2019), 562-586. Slaafgemaakten en bestuurders van de VOC in Utrecht en Azië
1. Zie de datasets op de website van het Internationaal Instituut voor 
Sociale Geschiedenis in Amsterdam (https://datasets.iisg.amsterdam/
dataverse/iomastd): Matthias van Rossum et al., Slave Transactions 
(Acten van Transport) – voc Cochin, 1706-1801 (Amsterdam: Internation-
al Institute of Social History, 2018); Matthias van Rossum et al., Slave 
Transport Permissions – voc Cochin, 1770-1795 (Amsterdam: Internation-
al Institute of Social History, 2018). 2. Matthias van Rossum, Kleurrĳke tragiek. De geschiedenis van slavernĳ 
in Azië onder de voc (Hilversum: Verloren, 2015). Zie ook Matthias van 
Rossum, ‘De voc, van Amsterdam naar Azië’, in: Pepĳn Brandon et al. (red.), De slavernĳ in Oost en West.",Colonialism,0,True
,,,,,,,,,,,,"Writing 
ethnographic fieldnotes. University of Chicago press. 59. Van Hulst, M., & Visser, E. L. (2024). Abductive analysis 
in qualitative public admi-
nistration research. Public 
Administration Review. https://doi.org/10.1111/
puar.13856 
60. Timmermans, S., & Tavory, I.",Historical slavery,1,True
,,,,,,,,,,,,"BELLE VAN ZUYLEN IN KOLONIALE ZAKEN 
159
haar Franse vader in ‘Oost-Indië’ een enorm fortuin heeft gemaakt. Haar moeder, waar ze veel op lĳkt, is creoolse, geboren op het eiland 
Martinique. Betekende dit, zoals hierboven gesteld, dat ze een Europese 
was, geboren in de kolonie, of dat ze van Afrikaans-Europese afkomst 
was? We weten het niet zeker. Ook de geschiedenis van haar oom Victor 
wordt uit de doeken gedaan: deze man was smoorverliefd geworden op 
het mooiste meisje van Martinique, de tot slaaf gemaakte Bianca, een 
naam die wit betekent en die haar door de Europese bevolking ‘gek-
scherend’ was toebedeeld. In de roman wordt zĳ omschreven als mooi, 
zorgzaam, lief en goed in ‘vrouwenwerk’, maar zonder ontwikkeling van 
geest. Victor vraagt toestemming aan zĳn tante haar aan hem mee te 
‘geven’ en Bianca en hĳ krĳgen een dochter, Biondina, oftewel ‘de blonde’ 
– wederom een naam die verwĳst naar witheid. Als twee Europese 
actrices langskomen en zĳ Bianca als een tot slaaf gemaakte behandelen, 
waarbĳ Victor niet ingrĳpt, overweegt Bianca gedesillusioneerd te 
vluchten. Zĳ realiseert zich echter dat zĳ als vermeende gevluchte tot 
slaaf gemaakte zal worden opgepakt. Ze wordt zo wanhopig dat ze op 
het punt staat Victor te vermoorden, maar deinst daar uiteindelĳk toch 
voor terug.",Colonialism,0,True
,,,,,,,,,,,,"98 
MATTHIAS VAN ROSSUM
hĳ leidinggegeven aan de verovering van Ambon in 1605 en van het 
noordelĳker gelegen vorstendom Tidore. Ook in het remonstrantse bolwerk Utrecht ontwikkelde een pro-
minent deel van de stedelĳke en bestuurlĳke elite grote belangen bĳ 
de koloniale expansie en de overzeese slavernĳ. Zo nam de Utrechtse 
wĳnkoopman Pieter de Gruyter de financiële zaken van zĳn zwager 
Antonio van Diemen, de Culemborgse koopman die voor de voc was 
uitgevaren en het in 1636 tot gouverneur-generaal schopte. In zĳn functie 
van gouverneur-generaal liet Van Diemen meerdere malen bedragen van 
dertigduizend gulden of meer naar De Gruyter in Utrecht overmaken. De vrouw van Van Diemen, Maria van Aelst, keerde na zĳn overlĳden in 
1645 terug. De weduwe reisde in het gezelschap van onder meer zeven 
slaafgemaakten en Bartholomeus de Gruyter, de zoon van Pieter. Hĳ was 
onder Van Diemen opgeklommen tot opperhoofd van de Coromandel-
kust, waar de voc in deze periode op grote schaal slavenhandel dreef. Hĳ trouwde met de dochter van gouverneur-generaal Jacques Specx. Zĳn succes in de koloniën vertaalde zich na zĳn terugkomst in Utrecht 
in politiek aanzien. Hĳ werd in 1675 verkozen tot raad in de vroedschap 
en functioneerde van 1678 tot 1680 tweemaal als burgermeester.7 De 
banden met de elites van de voc en kamersteden waren dan ook nauw.",Colonialism,0,True
,,,,,,,,,,,,"Enschede: SLO 
Nationaal expertisecentrum leerplanontwikkeling. Vaksectie mens & maatschappij. 62p. •	 Kennisplatform Integratie & Samenleving. (2021). Institutioneel racisme in Nederland. Literatuuronderzoek naar de aanwijzingen voor institutioneel racisme op de domeinen 
arbeidsmarkt, woningmarkt, onderwijs en politie. Utrecht: Kennisplatform Integratie & 
Samenleving (KIS), Movisie. 45p. •	 KNVB (2019).",Modern racism& inequality,2,True
,,,,,,,,,,,,"Journal of International 
Migration and Integration, 1-26. Valk, I. van der (2017) Monitor moslimdiscriminatie; derde rapportage. Amsterdam: 
Universiteit van Amsterdam. Verkuyten, M. (2003) Sociaal-psychologische gevolgen van stigmatisering, in Harchaoui, S., 
Huinder, C. (red.) Stigma: Marokkaan! Over afstoten en insluiten van een ingebeelde 
bevolkingsgroep (p. 81-92). Utrecht: FORUM.",Modern racism& inequality,2,True
,,,,,,,,,,,,"Het als slaven gevangen houden van 
andere mensen is al een heel oud en 
hardnekkig verschijnsel. De Romeinen 
hadden bijvoorbeeld ook al tot slaaf­
gemaakte mensen. Ook nu bestaan er nog 
verschillende vormen van gedwongen 
arbeid en mensenhandel. Bijvoorbeeld in 
de seksindustrie of dwangarbeid door 
(politieke) gevangenen in China. Het doel van het Nederlandse 
slavernijsysteem was om winst 
te maken met de productie van 
handelsgoederen. Het systeem had 
een aantal belangrijke kenmerken: 
•	
alleen mensen van kleur werden tot 
slaaf gemaakt, witte mensen niet
•	
slaafgemaakte mensen konden 
worden gekocht en verkocht
•	
slaafgemaakte mensen bleven 
hun hele leven het bezit van andere 
mensen, tenzij ze ontsnapten of in 
verzet kwamen
•	
alle kinderen van slaafgemaakten 
werden zelf automatisch ook slaaf
Verschillende vormen van slavernij
Er bestonden in de tijd van de 
Nederlandse Republiek verschillende 
vormen van slavernij naast elkaar in de 
wereld. Het slavernijsysteem waar dit 
boekje over gaat – chattel slavery, zie kader 
– was de meest extreme vorm. Maar het 
kwam ook voor dat zeelieden uit zowel 
christelijke als islamitische landen en 
gebieden elkaar ontvoerden. De zeelieden 
die op deze manier krijgsgevangenen 
werden, moesten arbeid verrichten voor 
hun veroveraar. Ze hadden daarbij de 
mogelijkheid om vrijgekocht te worden.",Historical slavery,1,True
,,,,,,,,,,,,"— 126 —
— STAAT EN SLAVERNIJ —
De trans-Atlantische handel in slaafgemaakten creëerde ook banen 
voor Europeanen. Er werkten duizenden zeelieden en militairen op de 
schepen; tienduizenden mensen werkten in de havens en in aanpalende 
sectoren die met de slavernij verbonden waren; miljoenen mensen profi­
teerden van goederen als suiker, katoen en koffie die door de slaafgemaak­
te mannen, vrouwen en kinderen geproduceerd werden. De slaafgemaakten accepteerden hun toestand en status niet zonder 
verzet. Sommigen verzetten zich stilletjes, anderen openlijk en collectief. Om de arbeid van slaafgemaakten te coördineren en beheersen, grepen 
slaafmakers actief in verschillende aspecten van hun sociale leven in, van 
het productieproces tot reproductie en gezinsleven. Deze interventies en 
het verzet daartegen zijn nog steeds een wezenlijk onderdeel van de herin­
neringen van de afstammelingen van de slaafgemaakten. De koloniën boden onderdrukte Europeanen een ontsnappingsroute 
om aan de Inquisitie en andere vervolgingen te ontkomen. In brede zin 
kregen Europeanen door de koloniën meer vrijheid, mobiliteit en toegang 
tot land en bezit. Daar zat een keerzijde aan: landonteigening en slavernij 
in de koloniën leidden tot onvrijheid en lijfeigenschap voor veel Afrikanen 
en de meeste lokale Amerikaanse volkeren. Na vierhonderd jaar onderdrukking werd de slavernij afgeschaft, maar 
dat verhaal is minder eenduidig dan over het algemeen wordt gedacht.",Historical slavery,1,True
,,,,,,,,,,,,"(2013). Entitlement racism: License to humiliate. European Network Against Racism, 
Recycling Hatred: Racism (s) in Europe Today,  
Essed, P. (2018, 1984). Alledaags Racisme. Amsterdam: van Gennep.",Modern racism& inequality,2,True
,,,,,,,,,,,,"Caribische Nederlanders en aanverwante doelgroepen in staat te stellen hun volledige potentieel te 
benutten in het Koninkrijk der Nederlanden en daarbuiten. Kenniscentrum Immaterieel Erfgoed Nederland 
Het Kenniscentrum Immaterieel Erfgoed Nederland (KIEN) is het landelijk instituut in Nederland voor 
de cultuur van het dagelijks leven en het immaterieel erfgoed. KIEN stelt zich ten doel volkscultuur en 
immaterieel erfgoed te versterken. Het brengt het Verdrag ter Bescherming van het Immaterieel 
Cultureel Erfgoed van de Unesco in praktijk. Het ontplooit activiteiten gericht op behoud, beheer en 
ontwikkeling van (kennis over) het immaterieel erfgoed in Nederland. Het adviseert overheden over 
volkscultuur en immaterieel erfgoedbeleid en stimuleert het debat daarover. Het KIEN valt onder het 
Nederlands Openluchtmuseum in Arnhem. Bestuur en toezicht zijn daarom gelijk aan het museum. The Black Archives 
The Black Archives is een historisch archief en cultureel centrum waar mensen terecht kunnen voor 
inspirerende gesprekken, inhoudelijke activiteiten en boeken vanuit zwarte en andere perspectieven 
die elders vaak onderbelicht blijven. The Black Archives wordt gedragen door de organisatie New 
Urban Collective.",Colonialism,0,True
,,,,,,,,,,,,"Gedurende enkele decennia van de zeventiende eeuw was de 
wic zelfs de grootste slavenhandelaar in het Atlantische gebied. Ook 
de voc, die eerder bekend staat als een handelaar in kruidnagelen en 
kaneel, heeft duizenden tot slaaf gemaakten uit Afrika, Madagaskar, 
India en Arakan (huidig Myanmar) weggevoerd en in de eigen vesti-
gingen verkocht of aan het werk gezet. De leefomstandigheden op de 
voc-schepen was voor tot slaaf gemaakten zo erbarmelĳk, dat velen er 
de dood vonden. In de loop van de zeventiende eeuw liet de Compagnie 
de slavenhandel steeds meer aan particuliere handelaren over. Onder 
hen waren veel Compagniesdienaren die voor eigen rekening in tot 
slaaf gemaakten handelden. Met deze geschiedenis zĳn de levens van duizenden Utrechters 
verbonden, en wat wellicht belangrĳker is, die van in totaal honderd-
duizenden tot slaaf gemaakten die uit hun dorpen en geboortestreken 
zĳn geroofd, aan Europeanen verhandeld en in een van de koloniën in 
Amerika, Afrika of Azië zĳn tewerkgesteld. Vaak werden zĳ honderden 
kilometers van hun huis vandaan vervoerd, werden zĳ van hun gezinnen",Historical slavery,1,True
