text,label,label_id
"(2019). You don't look like a lawyer: Black women and systemic gendered racism 
Rowman & Littlefield. Minow, M. (1998). Between vengeance and forgiveness: Facing history after genocide and mass 
violence Beacon Press. Peters-Little, F., Curthoys, A., & Docker, J. (2010). Passionate histories: myth, memory and 
Indigenous Australia ANU Press. Spates, K., Evans, N., James, T. A., & Martinez, K.",Remembrance,3
"Onderscheid maken kan en mag, maar de achterliggende reden 
moet je goed kunnen uitleggen. Je moet wel voorzichtig zijn met het 
uitsluiten van hele groepen. Soms kan het niet anders. Soms is de uitleg 
voldoende. Maar niet altijd. Soms zit het in de houding van mensen.",Modern racism& inequality,2
"— 308 —
— STAAT EN SLAVERNIJ —
Een ets van Wouter Schouten uit 1676 van gevangengenomen Bengalezen in Pipely,  
Orissa (Baliapal, Odisha). Deze werden door Arakanen verkocht aan vertegenwoordigers 
van de VOC. Waarschijnlijk waren de meeste gevangenen vrouwen.",Historical slavery,1
"— 43 —
— ACTUELE VRAAGSTUKKEN —
jaar geleden was afgeschaft (in delen van Nederlands-Indië was dat al 
in 1860 gebeurd). Lodewijk Asscher als vicepremier uitte namens het kabinet spijt en 
berouw voor de Nederlandse rol in het slavernijverleden, tijdens de Keti 
Koti-herdenking op 1 juli 2013 in Amsterdam, in het bijzijn van koning 
Willem-Alexander en koningin Máxima. Dat gebeurde mede dankzij 
maatschappelijke druk, onder andere van Collectief Broki. Maar het 
woord ‘excuses’ viel nog niet. Premier Rutte had een jaar eerder aangege­
ven dat slavernij ‘ontmenselijkt’ maar verbond daar verder geen conse­
quenties aan. Burgemeester Ahmed Aboutaleb, bij wie de ogen opengingen door 
het Rotterdamse onderzoek, deed in 2018 een oproep tijdens zijn Keti 
Koti-toespraak bij het Slavernijmonument Rotterdam: ‘Asscher heeft 
diepe spijt betuigd. Een mooi gebaar dat paste bij die tijdsgeest. De vol­
gende stap is excuses. Daar roep ik het kabinet toe op.’3 Burgemeester Jan 
Hamming van Zaanstad viel hem bij tijdens diens toespraak.4 Vlak na de 
Black Lives Matter-demonstraties van 2020 dienden Kamerleden Rob Jet­
ten (D66) en Jesse Klaver (GroenLinks), beiden van Indische komaf, een 
motie in over landelijke excuses. Die haalde op dat moment negenenzestig 
stemmen, zeven stemmen te weinig voor een meerderheid.",Remembrance,3
"— 455 —
— NOTEN —
129-30; Joyce Goodfriend, ‘Black Families in 
New Netherland,’ A Beautiful and Fruitful 
Place, red. Nancy McClure Zeller (Albany 
1991); Joyce Goodfriend, Before the Melting 
Pot. Society and Culture in Colonial New York City, 
1644-1730 (Princeton 1992). 8. Thelma Wills Foote, Black and White 
Manhattan. The History of Racial Formation in 
Colonial New York City (Oxford 2004); Leslie 
M. Harris, In the Shadow of Slavery. African 
Americans in New York City, 1626-1863 
(Chicago 2003); Ira Berlin en Leslie Harris, 
Slavery in New York (New York 2005). 9. Jeroen Dewulf, The Pinkster King and the King 
of Kongo.",Remembrance,3
"— 424 —
— STAAT EN SLAVERNIJ —
◼ ◼◼  Bevindingen
Dit boek laat zien hoe vergaand de betrokkenheid van de Nederlandse 
samenleving en politiek bij de koloniale slavernij was, en hoe vergaand de 
gevolgen en doorwerkingen daarvan waren in samenlevingen over de hele 
wereld. Een belangrijk inzicht dat in Staat en slavernij naar voren komt is dat 
de vormgeving, werking en gevolgen van slavernij en slavenhandel steeds 
verweven waren met de bredere structuren van kolonialisme waarmee de 
Nederlandse overheid in verschillende delen van de wereld macht uitoefen­
de. Onder dit Nederlandse kolonialisme ontwikkelden zich tegelijkertijd 
met slavernij andere instrumenten van exploitatie en machts­uitoefening. Het konden gewelddadigheden zijn, zoals de veroveringen van forten en 
grotere gebieden, de onderdrukking van opstanden van lokale bewoners en 
gedwongen cultuur- en herendiensten, tot hele volks­verplaatsingen en ont­
volkingen. Het kon ook minder zichtbare ­vormen van onderdrukking en 
bewind betreffen, zoals opvoeding, ­bekering, beperking van mobiliteit en 
de expliciete achterstelling van koloniale onderdanen op etnisch en raciaal 
onderscheid. Al die verschillende koloniale machtsmiddelen hadden 
invloed op de ontwikkeling en latere doorwerking van slavernij. Bijvoor­
beeld doordat veroveringen en ontvolkingen aan de basis lagen van slaven­
handel en aan de vestiging van koloniën in gebieden waar de 
slaafgemaakten naartoe werden gevoerd. Of doordat bestuur, recht en 
­raciaal onderscheid vorm gaven aan de ontwikkeling van koloniale slaver­
nij. Of omgekeerd, doordat slavernij grote invloed had op andere vormen 
van arbeidsdwang en -uitbuiting, zoals ­corvee-/cultuurstelsels, contractar­
beid en gevangenenarbeid, die naast elkaar bestonden. Het is duidelijk dat 
slavernij niet los van de ruimere koloniale geschiedenis gezien kan worden 
en dit boek maakt tegelijk ­duidelijk dat voor een echt goed begrip van de 
vele dwarsverbanden ­tussen de slavernijgeschiedenis, het kolonialisme en 
de doorwerkingen nog veel onderzoek verricht moet worden.",Historical slavery,1
"— 173 —
Jan Breman
12. Koloniale onvrije arbeid 	
	
in negentiende-eeuws 
	
Nederlands-Indië  
	
Na de ondergang van de Verenigde Oost-Indische Compagnie (voc) ont­
spon zich een bestuurlijke discussie waarin het verschil van mening niet 
ging over de vraag óf, maar vooral hóé koloniale exploitatie moest worden 
voortgezet. De commissie die de bestuurlijke overdracht van de voc naar 
de staat regelde gaf te kennen dat ‘de koloniën bestaan voor het moeder­
land en niet het moederland voor de koloniën’. Gouverneur-generaal  
H.W. Daendels, die daarvoor in 1808 werd aangesteld, werd de architect 
van de vroeg-koloniale staat die het stelsel van de voc herordende en de 
eerdere geringe reikwijdte daarvan doorbrak. Dit leidde ertoe dat de 
­koloniale overheid, met intensivering van dwang, tot veel dichter bij 
de werkvloer afdaalde. Al in de achttiende eeuw dwong de voc de lokale bevolking op Java 
tot zogenoemde herendiensten (verplichte arbeid) en het produceren 
van handelsproducten als koffie. Deze vormen van dwangarbeid waren 
voor­lopers van het latere cultuurstelsel. Ze bestonden naast slavernij en 
verschilden daarvan doordat deze koloniale onderdanen niet als slaaf­
gemaakten verkocht konden worden. Toch leidde de voortgezette 
­horigheid wel tot mateloze uitbuiting en systematisch geweld tegen de 
boerenmassa.",Colonialism,0
"— 95 —
Nicole Immler
6. Een perspectief op herstel 	
	
en transformative justice 
‘Ik persoonlijk heb de slavernij niet meegemaakt, maar ik kan heel goed 
begrijpen dat het mensen nog gewoon dwars zit. Want het speelt nog 
steeds door tot op de dag van vandaag.’ Dat zei een deelnemer van Suri­
naamse afkomst bij een van de dialogen over het slavernijverleden die de 
stad Rotterdam organiseerde.1 Dit soort opmerkingen laten zien dat de 
slavernij, hoewel die meer dan 150 jaar teruggaat, nog steeds deel uitmaakt 
van de herinnering van velen. Nazaten van de slavernij ervaren deze 
geschiedenis als communicative memory of living memory, als levende her­
inneringen en niet als een cultural memory, die slechts terug te zien is in 
archieven, musea en officiële herdenkingen.2 De gevoelde nabijheid tot 
het slavernij­verleden wordt mogelijk gemaakt door de structuren die deze 
geschie­de­nis heeft achtergelaten in het heden. Daarin bevestigen pijnlijke 
persoon­lijke ervaringen de erfenis steeds opnieuw, de ervaringen die 
sinds kort in de Nederlandse politiek de naam ‘institutioneel racisme’ 
hebben gekregen. Veel nazaten van slaafgemaakten ervaren de structurele 
en culturele doorwerking van het koloniale en slavernijverleden in 
hun dagelijks leven. Racisme en discriminatie op basis van afkomst en 
huidskleur kennen de meesten uit eigen ervaring. Vaak heeft men tien­
tallen voorbeelden: van lager ingeschat worden op school tot de ervaring 
hebben harder te moeten werken om hetzelfde diploma te kunnen 
­behalen of een vergelijkbare waardering te ondervinden. Terwijl de poli­
tiek ons graag vertelt wat er qua historisch onrecht wel of niet verjaard is, 
wat wel of niet te lang geleden is, wat onze aandacht wel of niet mag op­­
eisen, werken bij veel mensen de ervaringen van slavernij op een heftige, 
maar vaak ook op een onzichtbare en ongrijpbare manier door. Hoe kan de pijn van dit verleden worden begrepen en erkend?",Remembrance,3
"• Micro-aanval:  
bewuste (non-)verbale gedraging(en) die een persoon opzettelijk beledigen. Het betreft vaak 
zijdelingse opmerkingen, ‘grapjes’, interrupties, aannames. Voorbeeld is iemand zwarte piet 
noemen. • Micro-belediging: 
onbewuste (non-)verbale gedraging(en) met een verborgen 
 boodschap, bijvoorbeeld iemand van kleur complimenteren met diens beheersing van het 
Nederlands of vragen waar diegene ‘echt vandaan komt’. • Micro-ontkrachting:
(on)bewuste uitsluiting van (personen uit) niet-dominante groepen door de gedachten, 
gevoelens en ervaring teniet te doen. Voorbeelden hiervan zijn: ‘Kom eens uit die slachtofferrol’, 
‘Je kan ook niks meer zeggen’ en ‘Ik zie geen kleur’. NEKKLEM
De nekklem is een controletechniek die wetshandhavers kunnen gebruiken om personen onder con-
trole te brengen. De dood van Mitch Henriquez heeft een maatschappelijk debat in gang gezet over 
het gebruik ervan. Het ministerie van Justitie & Veiligheid heeft besloten dat de nekklem wel mag 
worden ingezet als controletechniek maar niet als wurgtechniek. Volgens de stichting Controle Alt 
Delete brengt de nekklem een onnodig groot risico met zich mee en hoort het niet bij een politie die in 
verbinding staat met mensen.",Modern racism& inequality,2
"Ze werden 
ook ingezet om te gaan zoeken als één van 
hun mede-slaafgemaakten was weggelopen. Op het terugbrengen van een weggelopen 
slaafgemaakte stonden forse beloningen. Tot het verkrijgen van de vrijheid aan toe. Dit alles zorgde voor een sterke onderlinge 
controle, die het verenigen van slaaf­
gemaakten om zich te verzetten tegen 
hun overheersers heel lastig maakte. Het verhaal van Ontong
In 1759 krijgt de slaafgemaakte 
Ontong toestemming om het huis 
te verlaten om zich te wassen en om 
‘sirih’ te kopen: de onrijpe noot van 
de betelpalm, waar veel mensen in 
Indonesië (nog steeds) op kauwen 
en dat een licht opwekkend effect 
geeft. Ontong zwerft daarna nog 
een tijdje rond. Bij het vallen van de 
avond wordt hij opgepakt. Volgens 
Ontong was hij toen net op weg 
naar huis, maar volgens zijn 
‘eigenaar’ Willem Arnold Alting 
(secretaris bij de VOC) had Ontong 
bewust zijn bewaker misleid met als 
doel om weg te lopen. Wanneer Ontong in de avond wordt 
thuisgebracht, beveelt Alting enkele 
van zijn andere slaafgemaakten om 
Ontong vast te binden en te 
straffen. Terwijl ze hem vastpakken 
om hem in de tuin aan een paal te 
binden, rukt Ontong zich los.",Historical slavery,1
"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN 
Een verkennend onderzoek 
 
48 
 
dezelfde persoon”. Hij wordt namelijk gezien als een van de vele lokale inwoners van het 
land. Doordat medewerkers er vanuit gaan dat hij vanwege zijn etnische afkomst een 
inwoner is van het desbetreffende land, wordt hij bij het voorstellen ook niet begroet in het 
Engels of Nederlands, maar in de lokale taal. De bi-culturele medewerker als exotische ander 
Ook bi-culturele medewerkers in Den Haag delen vergelijkbare frustraties. De focus op hun 
etnische afkomst zorgt ervoor dat hun collega’s hen niet erkennen als Nederlander en hen 
soms zien als de “exotische” ander. Zij krijgen vaak de vraag waar ze vandaan komen. Door bepaalde collega’s worden zij in de eerste plaats gezien als “de moslim” of als 
iemand met een bepaalde etnische identiteit en niet zozeer als collega. Een voorval in dit 
verband was dat meerdere Marokkaanse Nederlanders in een ruimte aan het werk waren. Toen een voor hen onbekende witte collega dat opmerkte, zei hij: “zo, is het klein Marokko 
hier?” Een andere Marokkaans-Nederlandse medewerker had een vergelijkbare ervaring 
toen hij “toevallig” met een collega met Marokkaanse roots aan het werk was in een 
kamer. Toen een hooggeplaatste medewerker de deur van de kamer opende, zei hij: “Ik 
was op zoek naar twee collega’s, maar het zijn twee Marokkanen.” In beide voorbeelden 
werden de medewerkers benaderd alsof ze geen gelijkwaardige collega’s zijn.",Modern racism& inequality,2
"In navolging van Van Rossum 
stelde Rijk in zijn ontwerp voor dat alleen de slaaf-gemaakten voor Ǯrekeningǯ zouden 
komen van het Gouvernement. De gronden zouden bij de plantage-eigenaars blijven. Vervolgens zouden de voormalige houders van de slaaf-gemaakten de slaaf-gemaakten 
kunnen Ǯhurenǯ van het Gouvernement voor verbouwing van de gewassen tegen nader te 
bepalen daglonen. Uit deze daglonen zouden de kosten voor de overname van de slaaf-
 
4 Onderdeel van het tegenwoordige Guyana; tot 1815 een Nederlandse kolonie en daarna onder Brits bestuur, 
vanaf 1838 als provincie van Brits Guyana, wat op haar beurt onafhankelijk werd in 1966. 5 ͞C. W. ElleŶts Hofstede, LL.D. hereďy iŶforŵs [  ]͟ iŶ The Essequibo and Demerary Gazette, Saturday, 26th of 
April 1806, no. 174. 6 Ibid 2, p.",Historical slavery,1
"RACISME BIJ HET MINISTERIE VAN BUITENLANDSE ZAKEN 
Een verkennend onderzoek 
 
21 
 
collega’s.4 Als er overeenkomsten zijn in al die ervaringen kan er eveneens gesproken 
worden van patronen. Kracht van kwalitatief onderzoek 
De kracht van kwalitatief onderzoek is dat het inzicht kan bieden in de vraag welke 
ervaringen en gevoelens er onder mensen leven (vgl. Corbin & Strauss, 2008). Door de 
mate van detail en diepgang biedt het ook mogelijkheden om patronen op te sporen. Ook is kwalitatief onderzoek geschikt voor het identificeren van mechanismen en 
processen die de gevonden patronen kunnen verklaren. 2.3 Interviews en focusgroepen 
Aangezien racisme in uiteenlopende situaties voor kan komen, is het voor onderzoekers 
niet mogelijk om deze allemaal te observeren. Dan is het beter om mensen de 
mogelijkheid te bieden om er uitgebreid over te vertellen (Essed, 2018). Mede daarom is 
ervoor gekozen om individuele diepte-interviews en focusgroepen (groepsinterviews) 
onder medewerkers af te nemen. Online en offline (groeps)interviews  
In de interviews hebben we de medewerkers veel ruimte geboden voor het delen van hun 
ervaringen, perspectieven en gevoelens. Er is een half-gestructureerde vragenlijst gebruikt.",Modern racism& inequality,2
"Ze kwamen tot stand onder auspiciën van het Koninklijk Instituut voor 
Taal, Land- en Volkenkunde (kitlv) in Leiden en werden voor het over­
grote deel geschreven door Nederlandse historici. Een belangrijke impuls 
aan de geschiedschrijving over de Nederlandse Cariben ontstond later als 
een reactie op een baanbrekend artikel van de Britse historicus Seymour 
­Drescher, die zich richtte op de vraag of er een causaal verband bestond 
tussen kapitalisme en de afschaffing van slavernij. Historicus Gert Oostin­
die gaf als reactie een alternatieve verklaring voor de late afschaffing in 
Nederland: het bescheiden economisch belang van de op slavernij geba­
seerde productie in het Atlantisch gebied zorgde ervoor dat het thema 
geen politieke prioriteit kreeg.11 De hernieuwde aandacht voor het belang 
van slavernij in het Atlantisch systeem maakt deze verklaring mogelijk 
minder plausibel en de tijd lijkt dan ook rijp om antwoorden in een ande­
re richting te zoeken. De Surinaamse historicus Joseph Siwpersad schreef 
in 1979 een standaardwerk over de Nederlandse regering en de afschaffing",Remembrance,3
