sentence,topic,document
"het VN-Mensenrechtencomité (BUPO-Comité), het Comité tegen oltering (CAT), het Comité tegen Rassendiscriminatie (CRD), het Comité tegen Gedwongen Verdwijningen (CD) en het Comité tegen Discriminatie van Vrouwen (CDAW).",Legacyof_inequality/Racism,internationale-mensenrechtenprocedures-rapportage-2022.pdf
"strafbaarstelling mensenhandel Mensenhandel, waaronder het uitbuiten van mensen, is een groot maatschappelijk probleem waarbij op zeer grove wijze fundamentele mensenrechten worden geschonden.",Historical_colonialism/Slavery,periodieke-update-wetgevingsoverzicht-caribisch-nederland-april-2023.pdf
De wijze van discriminatie 5.1 De wijze van discriminatie bij ADV’s en politie > 33,Legacyof_inequality/Racism,rapport-landelijke-discriminatiecijfers-in-2022.pdf
"Door te kijken naar de verdeling van de discriminatieregistraties en -meldingen over discriminatiegronden, maatschappelijke terreinen en wijzen van discriminatie en door casusbeschrijvingen te bestuderen, brengen we in beeld wat voor soort discriminatie-incidenten zich voordoen in Nederland.",Legacyof_inequality/Racism,rapport-landelijke-discriminatiecijfers-in-2022.pdf
"In hoofdstuk 4, 5 en 6 worden achtereenvolgens de discriminatiegronden, wijze van discriminatie (verschijningsvorm) en het maatschappelijk terrein waar de discriminatie- incidenten en - ervaringen zich afspeelden besproken.",Legacyof_inequality/Racism,rapport-landelijke-discriminatiecijfers-in-2022.pdf
"Soms maken mensen gericht melding van discriminatie, soms is discriminatie één van de aspecten van een melding, aangifte of waarneming.",Legacyof_inequality/Racism,rapport-landelijke-discriminatiecijfers-in-2022.pdf
"De lijst met discriminatie-incidenten bevat meldingen, aangiften en eigen waarnemingen van discriminatie, evenals meldingen, aangiften en eigen waarnemingen van incidenten met een mogelijk discriminatie-aspect.",Legacyof_inequality/Racism,rapport-landelijke-discriminatiecijfers-in-2022.pdf
"Dat er een discriminatie-aspect is, wil niet altijd zeggen dat de betrokkene het ook als discriminatie heeft ervaren, herkend of benoemd.",Legacyof_inequality/Racism,rapport-landelijke-discriminatiecijfers-in-2022.pdf
"Gemiddeld doet slechts een op de vijf mensen die discriminatie ervaren ergens melding, blijkt uit het meest recente kwantitatieve onderzoek naar discriminatie- ervaringen van het Sociaal en Cultureel Planbureau.1",Legacyof_inequality/Racism,rapport-landelijke-discriminatiecijfers-in-2022.pdf
Discriminatiecijfers in 2022 10 maatschappelijke ontwikkelingen rond discriminatie in 2022 | 2 Meldingen en geregistreerde incidenten laten maar een deel van het fenomeen discriminatie zien.,Legacyof_inequality/Racism,rapport-landelijke-discriminatiecijfers-in-2022.pdf
Als tijdig verzet is ingesteld dan wordt de invordering door de gemeente pas voortgezet zodra het verzet is ingetrokken of ongegrond is verklaard.,Historical_colonialism/Slavery,tk-memorie-van-toelichting-wijziging-van-boek-3-van-het-burgerlijk-wetboek-en-van-boek-3-van-het-burgerlijk-wetboek-bes.pdf
"Mensensmokkel is niet (primair) gericht op uitbuiting, maar gesmokkelde personen kunnen zich tijdens hun transport of in het land van aankomst in een zodanige positie bevinden dat zij vatbaar zijn voor uitbuiting.",Historical_colonialism/Slavery,tk-memorie-van-toelichting-wetboek-van-strafrecht-en-wetboek-van-strafrecht-bes-ivm-verhoging-wettelijk-strafma-E11EE30B.pdf
Mensenhandel vooronderstelt uitbuiting of is daarop gericht.,Historical_colonialism/Slavery,tk-memorie-van-toelichting-wetboek-van-strafrecht-en-wetboek-van-strafrecht-bes-ivm-verhoging-wettelijk-strafma-E11EE30B.pdf
"Ten tijde van de inwerkingtreding van de Wet van 9 december 2004 tot uitvoering van internationale regelgeving ter bestrijding van mensensmokkel en mensenhandel (Stb. 2004, 645) werd het basisdelict mensensmokkel bedreigd met vier jaar gevangenisstraf en het basisdelict mensenhandel met zes jaar gevangenisstraf (toen: artikel 273a).",Historical_colonialism/Slavery,tk-memorie-van-toelichting-wetboek-van-strafrecht-en-wetboek-van-strafrecht-bes-ivm-verhoging-wettelijk-strafma-E11EE30B.pdf
Bestaansonzekerheid en kansenongelijkheid worden vaak binnen familieverband overgedragen op volgende generaties.,Legacyof_colonialism/Slavery,werkprogramma-onderwijsraad-2024-2025.pdf
"Denk aan kansenongelijkheid in het primair en voortgezet onderwijs op basis van thuistaal, en kansenongelijkheid in het hoger onderwijs door de dominante positie van het ngels.",Legacyof_colonialism/Slavery,werkprogramma-onderwijsraad-2024-2025.pdf
Dit zorgt voor kansenongelijkheid binnen de doelgroep.,Legacyof_colonialism/Slavery,bijlage-uitwerking-motie-dassen-en-van-weyenberg-schoolmaaltijden.pdf
"Zo daalde ook het aantal registraties van verdachten (-31%), de instroom OM (-19%) en het aantal dagvaardingen en oproepen wegens verzet tegen een strafbeschikking (-24%) • Maar van 2021 op 2022 nam het aantal geregistreerde misdrijven weer toe met 6%, evenals het aantal geregistreerde verdachten (5%), de instroom bij het OM (7%) en het aantal dagvaardingen en oproepen wegens verzet tegen een strafbeschikking (7%) •",Historical_colonialism/Slavery,tk-bijlage-criminaliteit-en-rechtshandhaving-2022.pdf
"We werken samen aan het voorkomen van mensenhandel, het beter signaleren en helpen van slachtoffers van mensenhandel en het aanpakken van daders van mensenhandel.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"De maatschappij weet niet goed wat mensenhandel is, hoe het kan worden herkend en wat kan worden gedaan als er signalen van mensenhandel zijn.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"5 Samen tegen mensenhandel Slachtoffers van mensenhandel zien zichzelf niet altijd als slachtoffer, waardoor het herkennen van buitenaf nog belangrijker wordt.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Slachtoffers voelen zich niet genoeg gehoord, hebben de indruk dat aangifte doen geen zin heeft en vinden het lastig om hun leven na de uitbuiting opnieuw in te richten, waardoor ze een grote kans hebben opnieuw slachtoffer te worden.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Meer mensen moeten bewust worden gemaakt van wat mensenhandel is, zodat mensenhandel eerder wordt gesignaleerd en kan worden voorkomen.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
de aanpak van mensenhandel moet voor het (potentiële) slachtoffer van mensenhandel werken.,Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"lke regio beschikt over een overzicht waar opvang en hulp is voor slachtoffers van seksuele uitbuiting, arbeidsuitbuiting en criminele uitbui- ting.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
7 Samen tegen mensenhandel Opdracht Mensenhandel is één van de meest mensonterende vormen van criminaliteit en een grove schending van mensenrechten.,Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
Het doel van de mensenhandelaar is de uitbuiting van een persoon.,Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"lke dag wordt hard gewerkt aan de aanpak van mensenhandel: door de ervaringsdeskundigen van mensenhandel die vanuit hun ervaring en expertise zich inzetten voor de slachtoffers van vandaag en morgen, door degenen die zich dagelijks inzetten voor het welzijn van slachtoffers en hen leren de goede stappen te zetten naar een nieuw leven en door degenen die een klein signaal oppikken en dit weten te vertalen naar een grootschalig onderzoek om netwerken achter mensenhandel te ontmantelen en daders op te pakken.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
Met dit Actieplan hopen we de energie en gedrevenheid van degenen die dagelijks aan de aanpak van mensenhandel werken zo effectief mogelijk in te zetten met als doel dat minder mensen slachtoffer worden van mensenhandel en daders beter worden aangepakt.,Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Samen tegen mensenhandel, en bloemlezing van citaten over trends, problemen en ambities van de aanpak van mensenhandel, 22 maart 2023.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
Preventie Weten wat mensenhandel is en dat het plaatsvindt in Nederland draagt bij aan het voorkomen van slachtoffers en daders van mensenhandel.,Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Met name de minderjarige slachtoffers van seksuele uitbuiting zijn zo goed als uit beeld geraakt in de jaarcijfers van CoMensha, zo blijkt onder meer uit rapporten van de Nationaal Rapporteur Mensenhandel en Seksueel Geweld tegen Kinderen (Nationaal Rapporteur).8",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Verder stelt de Nationaal Rapporteur dat vaker slachtoffers in beeld komen bij instanties buiten de strafrechtketen, maar dat het lastig is deze meldingen te centralise- ren.9 Ook concludeert de Nationaal Rapporteur dat uit de laatste gegevens van CoMensha blijkt dat gemeenten nauwelijks slachtoffers bij CoMensha melden, terwijl zij een belangrijke rol kunnen spelen in de mogelijke signalering van mensenhandel.10 Tot slot, uit een recent onderzoek van het Centrum Kinderhandel en Mensenhandel (CKM), dat is uitgevoerd in opdracht van het ministerie van Justitie en Veiligheid (JenV), blijkt dat in 2020-2021 er mogelijk 2.500 slachtoffers van criminele uitbuiting waren, terwijl slechts 68 vermoedelijke slachtoffers van deze uitbuitingsgrond zijn gemeld bij CoMensha.11 Zichtbaarheid op slachtoffers is een randvoorwaarde om slachtoffers goed te kunnen helpen en hen uit de uitbuitingssituatie te halen en te houden.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"en probleem in de aanpak van mensenhandel is dat de maatschappij niet goed weet wat mensen- handel is, hoe het kan worden herkend en wat kan worden gedaan als er signalen van mensenhandel zijn.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
Juist ook jonge jongens worden slachtoffer van seksuele uitbuiting.,Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Tijdens de eerste rondetafelbijeenkomst is met het brede werkveld gesproken over de problemen in de aanpak van mensenhandel, wat er goed gaat en wat de ambities zouden moeten zijn in de aanpak van mensenhandel.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
In Slachtoffers van mensenhandel in beeld bij CoMensha 2017-2021 stelt de Nationaal Rapporteur dat binnenlandse seksuele uitbuiting naar schatting de meest voorkomende vorm van mensenhandel is in Nederland en het hoogste aandeel jonge slachtoffers kent.,Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
Aanbevolen wordt om de aanpak van binnenlandse seksuele uitbuiting in de minder zichtbare sector prioriteit te geven en daarbij de focus te leggen op de vele jonge slachtoffers.,Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Dadermonitor mensenhandel 2017-2021, Nationaal Rapporteur Mensenhandel en Seksueel Geweld tegen Kinderen, 2022.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"12 Daders van binnenlandse seksuele uitbuiting, Centrum Kinderhandel en Mensenhandel, 2021.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"criminele uitbuiting van met name jonge, kwetsbare jongeren en vaak gerelateerd aan ondermijnende (drugs)criminaliteit.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Dit komt enerzijds doordat er nog onvoldoende bewustzijn bestaat over deze vorm van mensenhandel en dat signalen daardoor nog vaak niet bij de politie, bij de Afdeling Vreemdelingenpolitie, Identificatie en Mensenhandel (AVIM) worden gemeld.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Slachtoffers van mensenhandel, waaronder criminele uitbuiting, hebben echter recht op bescherming.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Wanneer we er onvoldoende in slagen om slachtoffers van criminele uitbuiting adequaat te beschermen, lopen we niet alleen het reële risico dat slachtoffers als dader worden aangemerkt, maar blijven bovendien de echte daders buiten beeld.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
"Dit is niet alleen een taak van de mensen die dagelijks werken aan de aanpak van mensenhandel, maar raakt een veel grotere groep van professionals die mensenhandel in hun werk kunnen zien of kunnen tegenkomen.",Historical_colonialism/Slavery,tk-bijlage-actieplan-programma-samen-tegen-mensenhandel.pdf
