filename,chunk_id,chunk_text,Reg_topic_all,Reg_topic_thresholded,Reg_best_topic,Reg_best_score,Reg_topic_Scores_json,Reg_matched_summary,Reg_topic_match_counts,chunk_uid,chunk_words,per_topic_match_count,per_topic_density,labels
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.88.txt,1,"toegevoegd aan oude. Dat betekent dat het aanwijzen van de slavernij als (voornaamste) oorzaak van huidige problemen niet alleen ingewikkeld is, maar ook andere histo­ rische ontwikkelingen kan toedekken. De vraag zou dus moeten zijn op welke manier historisch trauma steeds opnieuw herhaald wordt in com­ plexe sociale relaties. Daarbij moet gekeken worden naar de wisselwerking ­tussen materieel, immaterieel en ‘mentaal’13 erfgoed, oftewel de cultureel-­ politieke en psychologische dimensies van erfgoed en de manier waarop deze de beeldvorming in het heden blijven beïnvloeden. Onderzoek naar dergelijke dimensies van beeldvorming en de manier waarop via materiële","Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Modern & Everyday Racism|Reparations and Remembrance",Reparations and Remembrance,0.923462,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.820952, ""Modern & Everyday Racism"": 0.820352, ""Reparations and Remembrance"": 0.923462}","Colonial Exploitation, Slavery & Economic Inequality: slavernij; Modern & Everyday Racism: culturel; Reparations and Remembrance: erfgoed","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.02; prox=0.00; groups=1 (w=1.30); Modern & Everyday Racism: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.01; prox=0.00; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=1 (w=1.30); hits=2 (w=2.60); cov=0.02; prox=0.89; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.88.txt__1,95,"[1, 1, 1]","[0.010526315789473684, 0.010526315789473684, 0.010526315789473684]","[1, 1, 1]"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.12.txt,0,"— 12 — — STAAT EN SLAVERNIJ — aan voor haar aandeel in de praktijken die wereldwijd de slavernij in stand hielden. Aan dat inzicht en dat berouw is een decennialang proces van ­bewustwording – op gang gebracht en bevorderd door activisme van ­herinneringsgemeenschappen – voorafgegaan. Dit is de laatste jaren in een stroomversnelling beland. Zo werden in de Tweede Kamer op 8 juli 2021 maar liefst zes moties ingediend die betrekking hadden op het slavernij­verleden. In de betreffende moties werd onder meer opgeroepen om excuses aan te bieden voor het slavernijverleden en 1 juli als nationale herdenkingsdag en feestdag te erkennen. In een aangenomen motie van Don Ceder en anderen werd verzocht om een onafhankelijk onderzoek uit te voeren naar het Nederlandse slavernijverleden. Het doel: inzicht krijgen in het slavernijverleden en de doorwerkingen ervan (‘wat’), vaststellen wie de betrokkenen waren (‘wie’) en welke uiteenlopende effecten slavernij had (‘hoe’) om zo ‘te komen tot een proces dat de maatschappelijke een­ heid binnen het Koninkrijk der Nederlanden versterkt’.1 Staat en slavernij: het Nederlandse koloniale slavernijverleden en zijn doorwerkingen is het resultaat van deze motie. De hier opgenomen teksten laten zien hoe de Nederlandse staat en zijn voorlopers betrokken waren bij het koloniale slavernij­ verleden en staat stil bij de doorwerking ervan in het heden. Dit boek brengt de bestaande kennis van het slavernijverleden en zijn doorwerkingen samen, weegt deze en houdt ze tegen het licht. Waarom weten we over sommige aspecten van het slavernijverleden en zijn door­ werkingen eigenlijk zoveel meer dan over andere? Dit boek wil niet alleen zichtbaar maken wat we weten, maar ook hoe die kennis is gevormd, en wat dus relevante vervolgvragen en onderzoeksonderwerpen zijn om tot een beter inzicht te komen in het Nederlandse koloniale slavernijverleden. Staat en slavernij verkent waar Nederlandse koloniale betrokkenheid bij ­slavernij","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance",Reparations and Remembrance,0.996915,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.992795, ""Reparations and Remembrance"": 0.996915}","Colonial Exploitation, Slavery & Economic Inequality: slavernij; Reparations and Remembrance: excuses, slavernijverled","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=1 (w=1.30); hits=8 (w=10.40); cov=0.04; prox=0.86; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=2 (w=2.60); hits=8 (w=10.40); cov=0.07; prox=0.90; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.12.txt__0,300,"[1, 0, 1]","[0.0033333333333333335, 0.0, 0.0033333333333333335]","[1, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\ketenen van het verleden.136.txt,0,"109 Loi du 29 janvier 2001 relative à la reconnaissance du génocide arménien de 1915. 110 Loi du 21 mai 2001 tendant à la reconnaissance de la traite et de l’esclavage en tant que crime contre l’humanité. These four statutes are viewed as canonical memory laws. See, in particular, Nikolay Koposov, Memory Law and Memory Wars, CUP, 2017. 3. 112 Vincent Duclert, Faut-il une loi contre le négationnisme du génocide des Arméniens? Un raisonnement historien sur le tournant de 2012, Histoire & Politique vol 2. n° 2 (2013). 113 La Proposition de loi portant transposition du droit communautaire sur la lutte contre le racisme et réprimant la contestation de l’existence du génocide arménien, 18 October 2011, no 3842. bijlage 4b",Modern & Everyday Racism,Modern & Everyday Racism,Modern & Everyday Racism,0.925557,"{""Modern & Everyday Racism"": 0.925557}",Modern & Everyday Racism: racism,Modern & Everyday Racism: distinct_kw=1 (w=1.30); hits=2 (w=2.60); cov=0.01; prox=1.00; groups=1 (w=1.30),C:\Users\Home\policy-analysis\slavery_text\ketenen van het verleden.136.txt__0,120,"[0, 1, 0]","[0.0, 0.008333333333333333, 0.0]","[0, 1, 0]"
C:\Users\Home\policy-analysis\slavery_text\Amsterdam en het slavernijverleden.39.txt,0,"VOC als grootste ‘probleem’ dat er een arbeids­kracht verloren was gegaan en niet de mishandeling van een mens. Omdat dit soort geweld zich afspeelde binnen de muren van woningen, misten slaafgemaakten vrijwel elke vorm van rechtsbescherming. Officieel konden zij hun beklag doen bij een rechtbank, maar zij hadden niet zomaar toegang en een klacht werd zelden gegrond verklaard. En als de rechter vond dat de slaafgemaakte zelf om een afranseling gevraagd had, kon hij of zij er nog een bij krijgen. Het feit dat slaafgemaakten in het huis­ houden van hun ‘eigenaren’ moesten leven, zorgde voor spanningen. Ze waren op deze manier nooit veilig voor hun ‘meester’ en maar al te vaak mondden de bestraffingen uit in dagelijkse mis­ handelingen. Omdat er geen uitweg was, zagen de meeste slaafgemaakten zich gedwongen om met de situatie te leven. Een enkeling greep naar geweld, zelf­ verminking, opium of zelfmoord. Sterke controle onder slaafgemaakten Net als op de plantages in de trans- Atlantische koloniën, zorgden de VOC- medewerkers ervoor dat slaafgemaakten elkaar onderling onder controle hielden. Een manier om dit te bereiken was het laten uitvoeren van opgelegde straffen door andere slaafgemaakten. Ze werden ook ingezet om te gaan zoeken als één van hun mede-slaafgemaakten was weggelopen. Op het terugbrengen van een weggelopen slaafgemaakte stonden forse beloningen. Tot het verkrijgen van de vrijheid aan toe. Dit alles zorgde voor een sterke onderlinge controle, die het verenigen van slaaf­ gemaakten om zich te verzetten tegen hun overheersers heel lastig maakte. Het verhaal van Ontong In 1759 krijgt de slaafgemaakte Ontong toestemming om het huis te verlaten om zich te wassen en om ‘sirih’ te kopen: de onrijpe noot van de betelpalm, waar veel mensen in Indonesië (nog steeds) op kauwen en dat een licht opwekkend effect geeft. Ontong zwerft daarna nog een tijdje rond.","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality",0.999994,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.999994, ""Reparations and Remembrance"": 0.816818}","Colonial Exploitation, Slavery & Economic Inequality: arbeid, handel, meester, slaafgemaakt, straff, voc; Reparations and Remembrance: verhal","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=6 (w=7.80); hits=16 (w=20.80); cov=0.09; prox=0.94; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.00; prox=0.00; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Amsterdam en het slavernijverleden.39.txt__0,300,"[1, 0, 1]","[0.0033333333333333335, 0.0, 0.0033333333333333335]","[1, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.285.txt,0,"Trade, Towns and Kin in Asian History. De geschiedenis van slavernĳ in Azië onder de voc (Hilversum: Verloren, 2015). 4. Van Rossum, Kleurrĳke tragiek, 26. 5. 6. Remco Raben, Batavia and Colombo. 7. Mary Somers Heidhues, ‘Johann Wilhelm Vogel and the Sumatran Gold Mines: One Man’s Fortune’, Archipel 72 (2006), 221-238. 8. F. de Haan, Oud Batavia (2 delen; Batavia: G. Kolff & Co., 1922), deel 1, 353. 9. 10. Max de Bruĳn en Remco Raben, The World of Jan Brandes. Drawings of a Dutch Traveller in Batavia, Ceylon and Southern Africa (Zwolle en Amsterdam: Waanders Publishers en Rĳksmuseum, 2004), 235-238. 11. Barbara Watson Andaya, To Live as Brothers. 12. Raben, ‘Cities and the Slave Trade’, 123 en 135. 13. Zie https://www.nationaalarchief.nl/onderzoeken/index/ nt00444?searchTerm= (geraadpleegd 16-03-2021). 14. Frank Lequin, Het personeel van de Verenigde Oost-Indische Compagnie in Azië in de 18e eeuw, meer in het bĳzonder in de vestiging Bengalen (Alphen aan den Rĳn: Canaletto, 2005), 208-212, 253. 15. Frits van Dulm, ‘Zonder eigen gewinne en glorie’. Mr. Iman Wilhelm Falck (1736-1785), gouverneur en directeur van Ceylon en onderhorigheden (Hilversum: Verloren, 2012), 408-410. 16. De Haan, Oud Batavia, deel 1, 453. 17. Van Dulm, ‘Zonder eigen gewinne en glorie’.","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance",Reparations and Remembrance,0.819396,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.816467, ""Reparations and Remembrance"": 0.819396}","Colonial Exploitation, Slavery & Economic Inequality: voc; Reparations and Remembrance: geschiedenis","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.00; prox=0.00; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.01; prox=0.00; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.285.txt__0,198,"[1, 0, 1]","[0.005050505050505051, 0.0, 0.005050505050505051]","[1, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.245.txt,0,"— 245 — — NEDERLANDSE KOLONIALE SLAVERNIJ WERELDWIJD — er ruim 250 000.11 De nazaten van de slaafgemaakte Afrikanen hebben zich tijdens en na de afschaffing van de slavernij voornamelijk gevestigd in en aan de rand van het stadscentrum, in de buitenwijken van Paramari­ bo en in gebieden die liggen in de districten Coronie, Para, Marowijne, Brokopondo en Sipaliwini. In Paramaribo hebben (de nazaten van) de slaafgemaakten, die om uiteenlopende redenen op de plantages en in het binnenland waren gebleven, zich na de emancipatie gevestigd in en rond­ om het stadscentrum op lange erven, waarop verschillende huizen werden gebouwd en waarin verschillende families woonden, de zogenaamde ­‘prasi-oso’ (erf met meerdere woningen).12 Pas in de jaren zestig, zeventig en tachtig veranderde dit met de bouw van grote aantallen identieke volkswoningen zoals Beekhuizen, Tammenga, Flora A en B, Geyersvlijt, Hanna’s Lust en Latour. Een aantal van deze volksbuurten wordt bewoond door overwegend Afro-Surinamers van een min of meer gelijke sociaal­ economische status en maatschappelijke positie. Er kwamen ook nieuwe verkavelingen met woningen die door Afro-Surinamers in het binnenland worden bewoond, zoals Ramgoelam, Menkendam, Pontbuiten, Wintiwai en Ephraimzegen. Het district Coronie, met als hoofdplaats Totness, de oudste koloniale vestigingsplaats in Suriname, heeft een vruchtbare kustvlakte met zand en schelpenrotsen en kende bloeiperiodes in de jaren zestig, zeventig en tachtig, met hoge producties van honing, kokosolie, vee en rijst. Coronie bestaat uit circa vierduizend personen, van wie negentig procent Afro-­ Surinamer is. Het district kent van oudsher geen marrons, want de slaaf­ gemaakten vluchtten juist het diepe binnenland in. Met de afschaffing van de slavernij en in de periode van het staatstoezicht moesten ­plantage-eigenaren de vrijgemaakten betalen. Dit bleek economisch niet ­haalbaar, en ter compensatie verkavelden de plantage-eigenaren de meeste plantages voor en op naam van de arbeiders. Het uitblijven van de econo­ mische","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality",0.999916,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.999916, ""Reparations and Remembrance"": 0.989278}","Colonial Exploitation, Slavery & Economic Inequality: emancipatie, plantag, slaafgemaakt, slavernij, staatstoezicht, vlucht; Reparations and Remembrance: compensatie, emancipatie, nazat","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=6 (w=7.50); hits=10 (w=12.70); cov=0.05; prox=0.90; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=3 (w=3.60); hits=4 (w=4.90); cov=0.02; prox=0.70; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.245.txt__0,300,"[1, 0, 1]","[0.0033333333333333335, 0.0, 0.0033333333333333335]","[1, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.307.txt,0,"NOTEN 307 Esther Schreuder (red.), Black is Beautiful: Rubens tot Dumas (Zwolle: Waanders Uitgeverĳ, 2008), 88-107. 4. Mark Ponte. ‘Tussen slavernĳ en vrĳheid in Amsterdam’, in: Pepĳn Brandon et al. (red), De slavernĳ in Oost en West. Het Amsterdam onder- zoek (Amsterdam: Spectrum, 2020), 248; Esther Schreuder, ‘“Zwarten” in de hofcultuur 1300-1900’, in: Kolfin en Schreuder (red.), Black is Beautiful, 20-31, aldaar 21. 5. Poeze, In het land van de overheerser, deel 1, 4. 6. Elmer Kolfin, ‘Dom Miguel’, in: Elmer Kolfin en Epco Runia (red.), Zwart in Rembrandts tĳd (Zwolle: wbooks, 2020), 38-41. 7. Poeze, In het land van de overheerser, deel 1, 7. 8. Ibidem, 5. 9. Dienke Hondius, Blackness in Western Europe. Racial Patterns of Pater- nalism and Exclusion, (New Jersey: Transaction Publishers, 2014). Zie ook de verwĳzingen in noot 3 van dit artikel. 10. Elmer Kolfin, ‘Zwart bĳ Rembrandt’, in: Kolfin en Runia (red.), Zwart in Rembrandts tĳd, 10. 11. François Valentĳn, geciteerd in Poeze, In het land van de overheerser, deel 1, 5. 12. Esther Captain en Hans Visser, Wandelgids sporen van slavernĳ in Utrecht (Utrecht: Utrecht Centre for the Humanities, 2012), 42-45. 13. Kees Zandvliet, De 500 rĳksten van de Republiek (Zutphen: Walburg Pers, 2018), 45 en 408. 14. Oostindie en Maduro, In het land van de overheerser, deel 2, 30. 15. Ibidem, 32. 16. Captain en Visser, Wandelgids sporen van slavernĳ in Utrecht, 64. 17. Ibidem, 66. 18. Het Utrechts Archief (hierna: nl-uthua), Burgerlĳke stand van de gemeenten in de provincie Utrecht 1811-1902, toegangsnummer 481, inv. nr. 813-16, 5. 19. nl-uthua, Burgerlĳke Stand van de gemeenten in de provincie Utrecht 1903-1942, toegangsnummer 463, inv.nr. 391-09, 17. 20. Kosmopolis Utrecht organiseerde in 2011 het China Festival, dat 100 jaar Chinezen in Utrecht memoreerde en vierde. 21. Rob van Scheers, De Kleine Parade. Een verborgen",Reparations and Remembrance,Reparations and Remembrance,Reparations and Remembrance,0.81702,"{""Reparations and Remembrance"": 0.81702}",Reparations and Remembrance: archief,Reparations and Remembrance: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.00; prox=0.00; groups=1 (w=1.30),C:\Users\Home\policy-analysis\slavery_text\Jouwe e.a. - Slavernij en de stad Utrecht.307.txt__0,300,"[0, 0, 1]","[0.0, 0.0, 0.0033333333333333335]","[0, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.24.txt,1,"de begroting vaststellen. Dit blijft een taak van de wetgevende vergadering op voorstel van de raadpensionaris (Van den Berg en Vis 2013:117). Vooral de financiële eenmaking in 1805 is een prominente klus voor de voormalige stadhouder Schimmelpenninck. In de Staatregeling staat hierover in de kern niet veel anders dan wat er in 1798 en in 1801 ook al over werd gezegd, zonder dat er tot dan toe erg veel van terecht was gekomen. ǲDe oude gewezen stadhouder, die Napoleon verachtte, zou het allemaal niet lang meer hoeven meemaken: hij stief in 1806 in Braunschweigǳ. ǲ(et is deze korte grondwet van ͳͺͲͷ die, zoals gezegd de grondslag heeft gelegd voor zowel de constitutionele monarchie zoals die door Lodewijk Napoleon zal worden uitgeoefend als, vanaf 1813, door koning Willem I. Al zal de laatste haar nog te beperkend vindenǳ ȋVan den Berg en Vis ʹͲͳ͵: ͳͳͻȌ Tot slot, ronden wij dit hoofdstuk af door op te merken dat als gevolg van de Napoleontische bezetting van Nederland (1795-1813), een unitaire staat, een hervormd staatsapparaat, en de constitutie van 1815 tot stand kwam. Op basis van deze omstandigheden werden alle burgers onderworpen aan hetzelfde rechtssysteem en aan",Reparations and Remembrance,Reparations and Remembrance,Reparations and Remembrance,0.817533,"{""Reparations and Remembrance"": 0.817533}",Reparations and Remembrance: wetgev,Reparations and Remembrance: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.01; prox=0.00; groups=1 (w=1.30),C:\Users\Home\policy-analysis\slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.24.txt__1,193,"[0, 0, 1]","[0.0, 0.0, 0.0051813471502590676]","[0, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.314.txt,0,"— 314 — — STAAT EN SLAVERNIJ — principe hoog te houden dat christenen niet tot slaaf gemaakt konden worden door niet-christenen, wat een van de hoofdpijlers van de Neder­ landse koloniale orde was.8 ◼ ◼◼ De leefwereld van slaafgemaakte arbeiders Slaafgemaakten begrepen vaak goed met welke juridische puzzel de voc te maken had en wisten de mazen in de wet verrassend goed te vinden. In alle Nederlandse nederzettingen op het Indiase subcontinent had de voc continu te maken met verschillende jurisdicties van lokale vorsten en soms zelfs van rivaliserende Europese mogendheden. Zoals uit de zaak van Cali blijkt, was bekering tot het christendom voor slaafgemaakten een effectieve manier om hun kaste, dat wil in dit geval zeggen godsdienstige Een akte van transport uit Cochin (Kochi, India) in 1753. Daarin wordt bevestigd dat een veertienjarig meisje genaamd Coda wettig toebehoorde aan VOC-arts Jan Sap.","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality",0.997858,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.997858, ""Reparations and Remembrance"": 0.819627}","Colonial Exploitation, Slavery & Economic Inequality: slaafgemaakt, slavernij, voc; Reparations and Remembrance: juridisch","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=3 (w=3.90); hits=7 (w=9.10); cov=0.07; prox=0.84; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.01; prox=0.00; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.314.txt__0,144,"[1, 0, 1]","[0.006944444444444444, 0.0, 0.006944444444444444]","[1, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.456.txt,0,"— 456 — — STAAT EN SLAVERNIJ — 7. Robert Ross, Cape of Torments. Slavery and Resistance in South Africa (Londen 1983) 96. 8. Sandra Swart, ‘Riding High. Horses, Power and Settler Society, c. 1654-1840,’ Kronos 29 (2003) 47-63. 9. ◼ ◼◼ 21. Nederlandse slavernij in Zuid-Azië – Titas Chakraborty 1. S.E.A. van Galen, Arakan and Bengal. Dutch Tribulations in Seventeenth century Mrauk-U,’ Journal of Early Modern History 1, 3 (1997) 201-253; Wil O. Dijk, ‘The Dutch Trade in Asian Slaves. 2. S. Mathew, red., Mariners, Merchants and Oceans. Studies in Maritime History (Nieuw-Delhi 1995) 195-208; Markus Vink, ‘“The World’s Oldest Trade”. 3. The Case of Early Eighteenth-Century Bengal,’ Slavery & Abolition 40, 4 (2019) 706-726. 4. Markus Vink, ‘“The World’s Oldest Trade”. 5. Stephan van Galen e.a., Arakan and Bengal. 6. Chakraborty, ‘Slave trading and slave resistance’; Arasaratnam, ‘Slave Trade’. 7. Matthias van Rossum, Alexander van Geelen, Bram van den Hout en Merve Tosun, Testimonies of Enslavement. 8. Matthias van Rossum, Alexander van Geelen en Merve Tosun, Enslaveability, ‘Slavery and Global Micro Histories. 9. ◼ ◼◼ 22. Slavernij in koloniaal Indonesië – Alicia Schrikker 1. anri (Arsip Nasional Republik Indonesia), Buitenzorg 49-5 ‘Slaventransporten behorende tot den inventaris van Huize Buitenzorg, 1808’. 2. Tony Reid, ‘Introduction. 3. Bondan Kanumoyoso, Beyond the City Wall. De geschiedenis van Nederlandse slavernij in Azië onder de voc (Hilversum 2015). 4. Merve Tosun, ‘Women at Home and Men Outdoors? Locating Enslaved People in Eighteenth-Century Batavia,’ Gendered empire Intersectional perspectives on Dutch post/colonial narratives, Jaarboek voor Vrouwen­ geschiedenis 39 (Hilversum 2021) 41-56;","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality|Reparations and Remembrance","Colonial Exploitation, Slavery & Economic Inequality",0.996585,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.996585, ""Reparations and Remembrance"": 0.920069}","Colonial Exploitation, Slavery & Economic Inequality: koloniaal, slavernij, voc; Reparations and Remembrance: geschiedenis","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=3 (w=3.90); hits=6 (w=7.80); cov=0.03; prox=0.83; groups=1 (w=1.30); Reparations and Remembrance: distinct_kw=1 (w=1.30); hits=2 (w=2.60); cov=0.02; prox=0.83; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Allen e.a. - 2023 - Staat en slavernij het Nederlandse koloniale slavernijverleden en zijn doorwerkingen.456.txt__0,256,"[1, 0, 1]","[0.00390625, 0.0, 0.00390625]","[1, 0, 1]"
C:\Users\Home\policy-analysis\slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.46.txt,1,"Thorbecke, die verantwoordelijk wordt gehouden voor initiëren van de parlementaire en constitutionele hervormingen, trad op 31 januari 1862 aan met kabinet-Thorbeck II. Dit Kabinet zou standhouden tot 1866, toen het op 10 februari werd opgevolgd door het kabinet-Fransen van der Putte.44 De verantwoordelijkheid voor het voeren van het debat over de afschaffing van de slavernij viel zodoende onder het kabinet-Thorbecke II. ǲDemocratie en parlementaire besluitvorming zouden gedurende de Ǯsadder and wiserǯ geworden negentiende eeuw geleidelijk weer terugkeren, waarbij jaren als 1848, met zijn liberale grondwetgeving en 1917, met de invoering of eigenlijk herinvoering van het algemene mannen kiesrecht, als beslissende momenten mogen geldenǳ ȋVan den Berg en Vis, 2013: 5). 44 https://www.parlement.com/id/vh8lnhrp8wsr/kabinet_thorbecke_ii_1862_1866","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality","Colonial Exploitation, Slavery & Economic Inequality",0.819885,"{""Colonial Exploitation, Slavery & Economic Inequality"": 0.819885}","Colonial Exploitation, Slavery & Economic Inequality: slavernij","Colonial Exploitation, Slavery & Economic Inequality: distinct_kw=1 (w=1.30); hits=1 (w=1.30); cov=0.01; prox=0.00; groups=1 (w=1.30)",C:\Users\Home\policy-analysis\slavery_text\Nimako et al_2020_Een rapport met betrekking tot het onderzoeksproject over de periode voor de.46.txt__1,112,"[1, 0, 0]","[0.008928571428571428, 0.0, 0.0]","[1, 0, 0]"
