topic,term,cosine,df
Colonialism,gedigitaliseerd,0.7542,9
Colonialism,gebruikelijk,0.7542,21
Colonialism,gecorrigeerde,0.7542,5
Colonialism,gebouw,0.7542,17
Colonialism,meting,0.754,48
Colonialism,huisartsen,0.7538,15
Colonialism,kring,0.7537,6
Colonialism,textiel,0.7537,10
Colonialism,overeenkomen,0.7536,5
Colonialism,eenduidige,0.7536,23
Colonialism,jeugdstelsel,0.7533,8
Colonialism,technologie,0.7532,70
Colonialism,atlas,0.7531,5
Colonialism,codes,0.7531,9
Colonialism,katalysator,0.7529,10
Colonialism,nationaliteit,0.7528,12
Colonialism,beleidsgevoelig,0.7527,11
Colonialism,aanstelling,0.7523,7
Colonialism,laatstgenoemde,0.752,5
Colonialism,gebieden,0.7519,112
Colonialism,gecontinueerd,0.7516,17
Colonialism,stadium,0.7516,20
Colonialism,cultuurverandering,0.7515,6
Colonialism,verwijzen,0.7513,11
Colonialism,verleend,0.7511,96
Colonialism,wijken,0.7511,54
Colonialism,gezondheids,0.7506,6
Colonialism,rijksbegroting,0.7504,84
Colonialism,gepresenteerde,0.7502,8
Colonialism,grondgebied,0.7497,15
Colonialism,zorgstelsel,0.7495,17
Colonialism,cluster,0.7494,27
Colonialism,rechtstaatontwikkeling,0.749,8
Colonialism,korps,0.749,8
Colonialism,bestuursdienst,0.7488,8
Historical Slavery,slavernij,1.0,7
Historical Slavery,atlantische,0.8634,7
Historical Slavery,afkoop,0.8569,7
Historical Slavery,inkoop,0.8333,114
Historical Slavery,opkoop,0.8291,8
Historical Slavery,ketens,0.8267,36
Historical Slavery,prostitutie,0.8006,5
Historical Slavery,inpassing,0.7886,6
Historical Slavery,uitbetaald,0.7797,42
Historical Slavery,keten,0.7715,86
Historical Slavery,inkoopproces,0.7709,8
Historical Slavery,arbeid,0.7698,60
Historical Slavery,betaling,0.7695,152
Historical Slavery,portage,0.7665,10
Historical Slavery,kinderbijslag,0.7623,12
Historical Slavery,imple,0.7616,25
Historical Slavery,ongedaan,0.7585,6
Historical Slavery,beurt,0.7582,6
Historical Slavery,industrieel,0.758,5
Historical Slavery,meten,0.7579,38
Historical Slavery,inkoopstrategie,0.7566,10
Historical Slavery,aanzet,0.7556,13
Historical Slavery,constructies,0.754,10
Historical Slavery,ketenpartijen,0.7522,8
Historical Slavery,command,0.7509,6
Historical Slavery,soortenbescherming,0.75,7
Historical Slavery,aanduidingen,0.7479,6
Historical Slavery,kering,0.7475,13
Historical Slavery,gestort,0.747,35
Historical Slavery,sering,0.747,22
Historical Slavery,opgeleverd,0.7457,144
Historical Slavery,minimumloon,0.7456,28
Historical Slavery,additionele,0.7452,59
Historical Slavery,armoede,0.7452,73
Historical Slavery,vloeit,0.7447,11
Historical Slavery,gemarkeerd,0.7432,6
Historical Slavery,economie,0.7432,174
Historical Slavery,metingen,0.7427,17
Historical Slavery,gevorderd,0.7422,9
Historical Slavery,additioneel,0.742,13
Historical Slavery,pacht,0.7406,5
Historical Slavery,verkorting,0.7395,7
Historical Slavery,cumulatief,0.7393,22
Historical Slavery,sla,0.739,29
Historical Slavery,betalings,0.7389,7
Historical Slavery,smokkel,0.7389,7
Historical Slavery,methode,0.7379,35
Historical Slavery,omgang,0.7374,29
Historical Slavery,ladder,0.7371,5
Historical Slavery,etc,0.7365,36
Historical Slavery,gecombineerd,0.7365,20
Historical Slavery,geïnterpreteerd,0.7365,8
Historical Slavery,geïmplementeerd,0.7364,70
Historical Slavery,martin,0.7355,14
Historical Slavery,passage,0.7353,13
Historical Slavery,besturing,0.735,14
Historical Slavery,mechanisme,0.7345,8
Historical Slavery,cie,0.7341,11
Historical Slavery,diagnostiek,0.733,6
Historical Slavery,arbeidskrachten,0.7329,9
Historical Slavery,infectie,0.7325,21
Historical Slavery,pilots,0.7323,84
Historical Slavery,instellen,0.7322,31
Historical Slavery,koord,0.732,17
Historical Slavery,gegevensbescherming,0.731,15
Historical Slavery,cito,0.7304,18
Historical Slavery,rav,0.73,5
Historical Slavery,financieren,0.7299,109
Historical Slavery,menteren,0.729,6
Historical Slavery,gedocumenteerd,0.7286,6
Historical Slavery,munitie,0.7283,39
Historical Slavery,gedetineerden,0.7283,24
Historical Slavery,bouwen,0.7279,129
Historical Slavery,equivalent,0.7279,6
Historical Slavery,eigenschappen,0.7276,7
Historical Slavery,afkomst,0.7276,5
Historical Slavery,overkoepelend,0.7275,9
Historical Slavery,toelaat,0.7271,9
Historical Slavery,afwijkende,0.7262,13
Historical Slavery,casus,0.7257,14
Historical Slavery,bijeenkomst,0.7256,24
Historical Slavery,zinvol,0.7251,16
Historical Slavery,kostprijs,0.7249,29
Historical Slavery,systematiek,0.7247,60
Historical Slavery,mulder,0.7246,39
Historical Slavery,aftrek,0.7245,15
Historical Slavery,goedkoper,0.7244,5
Historical Slavery,minima,0.7244,9
Historical Slavery,marokko,0.7232,13
Historical Slavery,misbruik,0.723,78
Historical Slavery,cyclus,0.7221,41
Historical Slavery,netto,0.7216,94
Historical Slavery,beschouwd,0.7215,28
Historical Slavery,uitgeven,0.7212,18
Historical Slavery,uitwisselen,0.7208,14
Historical Slavery,gordijn,0.7208,9
Historical Slavery,sluit,0.7207,66
Historical Slavery,vastgoed,0.7205,89
Historical Slavery,restrictie,0.7204,6
Historical Slavery,onderstaande,0.7203,189
Historical Slavery,verstevigen,0.7203,23
Historical Slavery,drage,0.7201,11
Historical Slavery,gegevens,0.7195,272
Historical Slavery,duurder,0.7194,13
Historical Slavery,verwijzing,0.7193,74
Historical Slavery,aandoening,0.7192,6
Historical Slavery,keringen,0.719,19
Historical Slavery,gecombineerde,0.7187,27
Historical Slavery,acceptatie,0.7179,13
Historical Slavery,codificatie,0.7178,8
Historical Slavery,verbond,0.7174,5
Historical Slavery,aangegeven,0.7174,229
Historical Slavery,werkten,0.717,12
Historical Slavery,bestempeld,0.7168,9
Historical Slavery,prikkel,0.7167,5
Historical Slavery,ontvangst,0.7165,57
Historical Slavery,afgeven,0.7163,7
Historical Slavery,ingevoerd,0.7162,58
Historical Slavery,kruis,0.7161,25
Historical Slavery,sabotage,0.7155,6
Historical Slavery,maakindustrie,0.715,7
Historical Slavery,inkoopdomein,0.7148,5
Historical Slavery,mena,0.7146,8
Historical Slavery,opleiden,0.7144,33
Historical Slavery,landbouwsector,0.7144,5
Historical Slavery,schil,0.7144,9
Historical Slavery,begrensd,0.7141,6
Historical Slavery,gedragen,0.7139,40
Historical Slavery,gevangenisstraf,0.7138,6
Historical Slavery,veroordeling,0.7137,7
Historical Slavery,havo,0.7137,23
Historical Slavery,prestatie,0.7136,79
Historical Slavery,endemische,0.7135,8
Historical Slavery,onderlinge,0.7134,62
Historical Slavery,care,0.7134,8
Historical Slavery,uitstel,0.7133,56
Historical Slavery,omgezet,0.7132,33
Historical Slavery,onrecht,0.7129,34
Historical Slavery,geleiden,0.7129,10
Historical Slavery,scala,0.7126,9
Historical Slavery,inkoopbeheer,0.7125,10
Historical Slavery,verouderde,0.7124,9
Historical Slavery,gekenmerkt,0.7124,12
Historical Slavery,effectevaluatie,0.7123,10
Historical Slavery,algemene,0.7122,682
Historical Slavery,betalingen,0.7122,105
Historical Slavery,bankensector,0.711,5
Historical Slavery,zinl,0.7109,5
Historical Slavery,illegale,0.7106,22
Historical Slavery,lijsten,0.7106,12
Historical Slavery,metal,0.7105,7
Historical Slavery,tingen,0.7104,106
Historical Slavery,ningen,0.7104,63
Historical Slavery,weging,0.7103,12
Historical Slavery,mensenhandel,0.7096,40
Historical Slavery,innen,0.7095,9
Historical Slavery,vervolging,0.7093,33
Historical Slavery,uitkeringen,0.7093,147
Historical Slavery,valorisatie,0.7093,11
Historical Slavery,bouw,0.7092,92
Historical Slavery,gedwongen,0.7092,19
Historical Slavery,transportsector,0.709,5
Historical Slavery,piek,0.7089,20
Historical Slavery,bruto,0.7088,64
Historical Slavery,verwerkt,0.7085,182
Historical Slavery,betaal,0.7085,8
Historical Slavery,visserijsector,0.7085,6
Historical Slavery,standaarden,0.7084,48
Historical Slavery,specifieke,0.7083,410
Historical Slavery,novi,0.7079,18
Historical Slavery,geoordeeld,0.7076,13
Historical Slavery,horeca,0.7073,11
Historical Slavery,aanduiding,0.7071,10
Historical Slavery,ciers,0.707,7
Historical Slavery,objectief,0.7066,10
Historical Slavery,gevangenis,0.7065,6
Historical Slavery,omzetten,0.7063,9
Historical Slavery,arbeids,0.7061,50
Historical Slavery,tellen,0.706,28
Historical Slavery,voorzieningen,0.7059,276
Historical Slavery,beschermde,0.7058,12
Historical Slavery,erfpacht,0.7053,5
Historical Slavery,gelijkheid,0.7052,21
Historical Slavery,definities,0.7051,12
Historical Slavery,sneller,0.705,96
Historical Slavery,aflossing,0.7045,52
Historical Slavery,mob,0.7043,8
Historical Slavery,verminderen,0.704,118
Historical Slavery,dubai,0.7038,6
Historical Slavery,brandstoffen,0.7038,22
Historical Slavery,openstellen,0.7033,8
Historical Slavery,vlek,0.7032,5
Historical Slavery,shell,0.7029,5
Historical Slavery,herinrichting,0.7028,7
Historical Slavery,reduceren,0.7024,40
Historical Slavery,verzet,0.7022,7
Historical Slavery,abdtopconsultant,0.7022,7
Historical Slavery,betaald,0.7021,194
Historical Slavery,benoemen,0.7018,16
Historical Slavery,gegevensdeling,0.7017,8
Historical Slavery,afgebeeld,0.7016,5
Historical Slavery,tegemoetkoming,0.7016,171
Historical Slavery,uitmaakt,0.7015,17
Historical Slavery,intimidatie,0.7015,12
Historical Slavery,persoonsgegeven,0.7009,11
Historical Slavery,vastleggen,0.7008,27
Historical Slavery,voorwerpen,0.7007,6
Historical Slavery,asscher,0.7005,6
Historical Slavery,veroordeeld,0.7005,9
Historical Slavery,cases,0.7004,10
Historical Slavery,identificeren,0.7003,22
Historical Slavery,essentiële,0.6996,21
Historical Slavery,aspecten,0.6995,126
Historical Slavery,onderwijssector,0.6995,8
Historical Slavery,inhaal,0.6994,6
Historical Slavery,kernen,0.6992,5
Historical Slavery,verlichting,0.6991,10
Historical Slavery,opslag,0.6991,30
Historical Slavery,bewaken,0.699,38
Historical Slavery,besteed,0.6989,142
Historical Slavery,vii,0.6989,564
Historical Slavery,objecten,0.6989,35
Historical Slavery,compensatie,0.6989,133
Historical Slavery,cultuursector,0.6988,18
Historical Slavery,verrijken,0.6987,5
Historical Slavery,thales,0.6987,5
Historical Slavery,ondernemings,0.6985,5
Historical Slavery,labs,0.6984,12
Historical Slavery,blokkade,0.6982,6
Historical Slavery,abdo,0.6981,6
Historical Slavery,examinering,0.6976,12
Historical Slavery,primaire,0.6975,78
Historical Slavery,ingezet,0.6974,485
Historical Slavery,onderneming,0.6971,19
Historical Slavery,vermindering,0.6971,26
Historical Slavery,fatsoenlijk,0.6969,5
Historical Slavery,industrie,0.6969,128
Historical Slavery,intermediaire,0.6968,8
Historical Slavery,botoc,0.6967,9
Historical Slavery,hoewel,0.6966,73
Historical Slavery,verbouwingen,0.6964,6
Historical Slavery,business,0.6961,39
Historical Slavery,omzetting,0.696,5
Historical Slavery,transnationale,0.6959,13
Historical Slavery,bewijs,0.6958,23
Historical Slavery,toerekening,0.6958,17
Historical Slavery,eiwit,0.6956,7
Historical Slavery,controlcyclus,0.6956,7
Historical Slavery,sturing,0.6955,82
Historical Slavery,provisie,0.6954,7
Historical Slavery,mobili,0.6953,7
Historical Slavery,france,0.6952,12
Historical Slavery,maas,0.6951,33
Historical Slavery,bank,0.6951,99
Historical Slavery,gewerkt,0.695,380
Historical Slavery,glyfosaat,0.6948,5
Historical Slavery,catie,0.6944,6
Historical Slavery,werf,0.6943,24
Historical Slavery,bergkamp,0.6941,6
Historical Slavery,vooruitlopend,0.6941,50
Historical Slavery,garantstelling,0.6939,19
Historical Slavery,case,0.6938,9
Historical Slavery,madrid,0.6936,5
Historical Slavery,marktsector,0.6936,5
Historical Slavery,vestering,0.6934,5
Historical Slavery,industriële,0.6933,27
Historical Slavery,cumulatieve,0.6929,13
Historical Slavery,afbouwen,0.6928,9
Historical Slavery,kinderarbeid,0.6927,5
Historical Slavery,kathmann,0.6926,27
Historical Slavery,havenbedrijf,0.6922,8
Historical Slavery,tegie,0.692,9
Historical Slavery,xix,0.692,6
Historical Slavery,activi,0.6919,33
Historical Slavery,start,0.6919,293
Historical Slavery,mia,0.6916,11
Historical Slavery,drenthe,0.6915,8
Historical Slavery,pilot,0.6915,164
Historical Slavery,ontwikkelingsmaatschappijen,0.6912,6
Historical Slavery,succesvolle,0.6911,42
Historical Slavery,vraag,0.691,440
Historical Slavery,megaton,0.6909,5
Historical Slavery,voorleggen,0.6906,6
Historical Slavery,gekost,0.6903,6
Historical Slavery,ets,0.69,27
Historical Slavery,koop,0.6899,31
Historical Slavery,shared,0.6898,26
Historical Slavery,stille,0.6896,8
Historical Slavery,monitors,0.689,8
Historical Slavery,koopsector,0.689,5
Historical Slavery,kortingen,0.6889,10
Historical Slavery,herinvoering,0.6887,6
Historical Slavery,clsk,0.6885,5
Historical Slavery,tekstueel,0.6885,6
Historical Slavery,kostprijzen,0.6884,27
Historical Slavery,verbinden,0.6883,40
Historical Slavery,landbouwers,0.6882,5
Historical Slavery,rws,0.6879,182
Historical Slavery,cws,0.6878,6
Historical Slavery,tozo,0.6878,18
Modern Racism & Inequality,arbeidsmarktdiscriminatie,1.0,6
Modern Racism & Inequality,uitsluiting,1.0,9
Modern Racism & Inequality,kansenongelijkheid,1.0,5
Modern Racism & Inequality,onderwijsachterstanden,0.9501,6
Modern Racism & Inequality,stagediscriminatie,0.9276,9
Modern Racism & Inequality,antidiscriminatie,0.9144,5
Modern Racism & Inequality,discriminatie,0.8607,80
Modern Racism & Inequality,etnische,0.8191,5
Modern Racism & Inequality,contraterrorisme,0.8167,17
Modern Racism & Inequality,agreement,0.8076,11
Modern Racism & Inequality,responsieve,0.8001,7
Modern Racism & Inequality,racisme,0.7999,42
Modern Racism & Inequality,etnisch,0.7997,14
Modern Racism & Inequality,identi,0.7947,5
Modern Racism & Inequality,appreciatie,0.7942,35
Modern Racism & Inequality,differentiatie,0.7935,12
Modern Racism & Inequality,proportionaliteit,0.7909,8
Modern Racism & Inequality,beïnvloedt,0.7902,5
Modern Racism & Inequality,eenduidige,0.7901,23
Modern Racism & Inequality,thematische,0.7883,18
Modern Racism & Inequality,heroriëntatie,0.786,11
Modern Racism & Inequality,integraliteit,0.7849,7
Modern Racism & Inequality,lerarentekort,0.7838,15
Modern Racism & Inequality,validatie,0.783,8
Modern Racism & Inequality,beïnvloeding,0.7812,10
Modern Racism & Inequality,valorisatie,0.7769,11
Modern Racism & Inequality,vindbaarheid,0.7767,8
Modern Racism & Inequality,allocatie,0.776,9
Modern Racism & Inequality,belangenverstrengeling,0.7748,14
Modern Racism & Inequality,interpellatie,0.7746,7
Modern Racism & Inequality,extremisme,0.7726,23
Modern Racism & Inequality,casuïstiek,0.7721,10
Modern Racism & Inequality,convertibiliteit,0.771,8
Modern Racism & Inequality,aviation,0.7702,6
Modern Racism & Inequality,betaalgedrag,0.77,8
Modern Racism & Inequality,geïsoleerde,0.7696,9
Modern Racism & Inequality,synthese,0.7689,19
Modern Racism & Inequality,ximum,0.7689,14
Modern Racism & Inequality,gedragsregels,0.7675,5
Modern Racism & Inequality,gedragsbeïnvloeding,0.7672,6
Modern Racism & Inequality,homogene,0.7667,19
Modern Racism & Inequality,psychosociale,0.7664,13
Modern Racism & Inequality,trendbreuk,0.7664,9
Modern Racism & Inequality,tionale,0.766,29
Modern Racism & Inequality,arbeidsmigratie,0.7646,14
Modern Racism & Inequality,gedragscode,0.7639,25
Modern Racism & Inequality,conformiteit,0.7633,8
Modern Racism & Inequality,multidisciplinaire,0.763,13
Modern Racism & Inequality,diagnostiek,0.7625,6
Modern Racism & Inequality,nisaties,0.7618,6
Modern Racism & Inequality,manifesteert,0.7592,7
Modern Racism & Inequality,migratieachtergrond,0.7587,19
Modern Racism & Inequality,onveiligheid,0.758,14
Modern Racism & Inequality,ongelijkheid,0.7572,15
Modern Racism & Inequality,reflectie,0.7561,25
Modern Racism & Inequality,datakwaliteit,0.7554,12
Modern Racism & Inequality,bevordert,0.7553,35
Modern Racism & Inequality,negatief,0.7551,52
Modern Racism & Inequality,tional,0.7551,5
Modern Racism & Inequality,cultuursensitieve,0.754,5
Modern Racism & Inequality,problematische,0.7538,12
Modern Racism & Inequality,transnationale,0.7538,13
Modern Racism & Inequality,voorspelbaarheid,0.7534,10
Modern Racism & Inequality,oriëntatie,0.7533,15
Modern Racism & Inequality,risicodragende,0.7532,8
Modern Racism & Inequality,motiveringsbeginsel,0.7527,5
Modern Racism & Inequality,kansengelijkheid,0.7527,43
Modern Racism & Inequality,tuberculosis,0.7524,5
Modern Racism & Inequality,srebrenica,0.7521,6
Modern Racism & Inequality,diversiteit,0.752,69
Modern Racism & Inequality,functi,0.752,8
Modern Racism & Inequality,oordeelsvorming,0.752,25
Modern Racism & Inequality,extreme,0.7514,26
Modern Racism & Inequality,differentiëren,0.7508,6
Modern Racism & Inequality,suriname,0.7502,24
Modern Racism & Inequality,verbetert,0.7501,26
Modern Racism & Inequality,extreem,0.7497,7
Modern Racism & Inequality,additionaliteit,0.7491,8
Modern Racism & Inequality,naliteit,0.7489,7
Modern Racism & Inequality,basisonnauwkeurigheid,0.7487,5
Modern Racism & Inequality,socialisatie,0.7483,6
Modern Racism & Inequality,coherent,0.7481,5
Modern Racism & Inequality,negatieve,0.7481,145
Modern Racism & Inequality,vervreemding,0.7477,6
Modern Racism & Inequality,inherente,0.7475,9
Modern Racism & Inequality,conventionele,0.7474,13
Modern Racism & Inequality,oplossingsgerichte,0.7469,9
Modern Racism & Inequality,substantiële,0.7458,24
Modern Racism & Inequality,convention,0.7451,6
Modern Racism & Inequality,controversieel,0.745,5
Modern Racism & Inequality,abdulaziz,0.7449,16
Modern Racism & Inequality,polarisatie,0.7448,7
Modern Racism & Inequality,reduction,0.7443,5
Modern Racism & Inequality,detectiekans,0.7441,12
Modern Racism & Inequality,compliance,0.744,26
Modern Racism & Inequality,mensgerichte,0.7436,11
